Player,Date,Tournament,Surface,Rd,Rk,vRk,,Score,More,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
Djokovic,27‑Aug‑2018,US Open,Hard,R128,6,41,(6)Djokovic d. Marton Fucsovics [HUN],6-3 3-6 6-4 6-0,,1.3,3.80%,2.90%,59.00%,74.20%,55.80%,3/5,2:59
Djokovic,2‑Jul‑2018,Wimbledon,Grass,F,21,8,(12)Djokovic d. (8)Kevin Anderson [RSA],6-2 6-2 7-6(3),(ch),1.46,6.40%,4.30%,72.30%,76.50%,65.40%,7/7,2:19
Djokovic,2‑Jul‑2018,Wimbledon,Grass,SF,21,1,(12)Djokovic d. (2)Rafael Nadal [ESP],6-4 3-6 7-6(9) 3-6 10-8,(ch),1.12,13.10%,2.30%,71.00%,76.00%,47.10%,7/11,5:15
Djokovic,2‑Jul‑2018,Wimbledon,Grass,QF,21,28,(12)Djokovic d. (24)Kei Nishikori [JPN],6-3 3-6 6-2 6-2,(ch),1.56,6.60%,3.30%,67.00%,85.20%,40.00%,4/7,2:35
Djokovic,2‑Jul‑2018,Wimbledon,Grass,R16,21,40,(12)Djokovic d. Karen Khachanov [RUS],6-4 6-2 6-2,,1.85,3.10%,1.50%,70.80%,78.30%,57.90%,1/3,1:46
Djokovic,2‑Jul‑2018,Wimbledon,Grass,R32,21,17,(12)Djokovic d. (21)Kyle Edmund [GBR],4-6 6-3 6-2 6-4,,1.63,17.30%,1.90%,74.00%,81.80%,55.60%,4/5,2:54
Djokovic,2‑Jul‑2018,Wimbledon,Grass,R64,21,126,(12)Djokovic d. Horacio Zeballos [ARG],6-1 6-2 6-3,,2.51,24.60%,0.00%,75.40%,89.10%,53.30%,3/3,1:31
Djokovic,2‑Jul‑2018,Wimbledon,Grass,R128,21,57,(12)Djokovic d. Tennys Sandgren [USA],6-3 6-1 6-2,,2.48,0.00%,3.50%,70.20%,82.50%,70.60%,0/1,1:33
Djokovic,28‑May‑2018,Roland Garros,Clay,QF,22,72,Marco Cecchinato [ITA] d. (20)Djokovic,6-3 7-6(4) 1-6 7-6(11),(ch),1.1,3.90%,1.60%,68.50%,65.50%,55.00%,6/10,3:26
Djokovic,28‑May‑2018,Roland Garros,Clay,R16,22,35,(20)Djokovic d. (30)Fernando Verdasco [ESP],6-3 6-4 6-2,,1.25,3.10%,0.00%,72.90%,62.90%,69.20%,4/5,2:25
Djokovic,28‑May‑2018,Roland Garros,Clay,R32,22,13,(20)Djokovic d. (13)Roberto Bautista Agut [ESP],6-4 6-7(6) 7-6(4) 6-2,,1.23,7.80%,2.30%,63.30%,69.10%,55.30%,3/8,3:48
Djokovic,28‑May‑2018,Roland Garros,Clay,R64,22,155,(20)Djokovic d. (Q)Jaume Munar [ESP],7-6(1) 6-4 6-4,(ch),1.32,3.00%,5.10%,69.70%,71.00%,60.00%,4/7,2:18
Djokovic,28‑May‑2018,Roland Garros,Clay,R128,22,134,(20)Djokovic d. (Q)Rogerio Dutra Silva [BRA],6-3 6-4 6-4,,1.47,7.10%,1.20%,69.40%,72.90%,53.80%,4/7,2:05
Djokovic,15‑Jan‑2018,Australian Open,Hard,R16,14,58,Hyeon Chung [KOR] d. (14)Djokovic,7-6(4) 7-5 7-6(3),,0.92,1.50%,6.90%,62.30%,65.40%,38.80%,4/10,3:21
Djokovic,15‑Jan‑2018,Australian Open,Hard,R32,14,22,(14)Djokovic d. (21)Albert Ramos [ESP],6-2 6-3 6-3,,1.41,2.30%,3.40%,63.20%,80.00%,50.00%,6/6,2:21
Djokovic,15‑Jan‑2018,Australian Open,Hard,R64,14,39,(14)Djokovic d. Gael Monfils [FRA],4-6 6-3 6-1 6-3,(ch),1.29,4.30%,9.40%,65.80%,72.70%,45.00%,5/8,2:45
Djokovic,15‑Jan‑2018,Australian Open,Hard,R128,14,63,(14)Djokovic d. Donald Young [USA],6-1 6-2 6-4,,2.04,6.10%,1.50%,57.60%,78.90%,71.40%,1/2,1:51
Djokovic,3‑Jul‑2017,Wimbledon,Grass,QF,4,15,(11)Tomas Berdych [CZE] d. (2)Djokovic,7-6(2) 2-0 RET,,0.62,2.10%,0.00%,83.00%,64.10%,50.00%,0/1,1:03
Djokovic,3‑Jul‑2017,Wimbledon,Grass,R16,4,51,(2)Djokovic d. Adrian Mannarino [FRA],6-2 7-6(5) 6-4,,1.4,4.30%,2.20%,74.20%,71.00%,66.70%,1/2,2:13
Djokovic,3‑Jul‑2017,Wimbledon,Grass,R32,4,589,(2)Djokovic d. Ernests Gulbis [LAT],6-4 6-1 7-6(2),,1.56,6.70%,1.10%,62.90%,78.60%,63.60%,3/4,2:11
Djokovic,3‑Jul‑2017,Wimbledon,Grass,R64,4,136,(2)Djokovic d. Adam Pavlasek [CZE],6-2 6-2 6-1,,2.36,6.70%,1.70%,68.30%,80.50%,73.70%,1/1,1:33
Djokovic,3‑Jul‑2017,Wimbledon,Grass,R128,4,47,(2)Djokovic d. Martin Klizan [SVK],6-3 2-0 RET,,2,21.20%,6.10%,69.70%,87.00%,50.00%,0/0,0:40
Djokovic,29‑May‑2017,Roland Garros,Clay,QF,2,7,(6)Dominic Thiem [AUT] d. (2)Djokovic,7-6(5) 6-3 6-0,(ch),0.7,1.90%,2.90%,64.40%,56.70%,40.50%,9/15,2:15
Djokovic,29‑May‑2017,Roland Garros,Clay,R16,2,20,(2)Djokovic d. (19)Albert Ramos [ESP],7-6(5) 6-1 6-3,,1.32,3.00%,0.00%,61.60%,72.10%,47.40%,5/8,2:27
Djokovic,29‑May‑2017,Roland Garros,Clay,R32,2,41,(2)Djokovic d. Diego Schwartzman [ARG],5-7 6-3 3-6 6-1 6-1,(ch),1.63,6.10%,0.90%,70.20%,77.50%,55.90%,3/7,3:18
Djokovic,29‑May‑2017,Roland Garros,Clay,R64,2,59,(2)Djokovic d. Joao Sousa [POR],6-1 6-4 6-3,,1.46,2.30%,1.10%,58.00%,80.40%,48.60%,4/5,2:07
Djokovic,29‑May‑2017,Roland Garros,Clay,R128,2,77,(2)Djokovic d. Marcel Granollers [ESP],6-3 6-4 6-2,,1.37,5.70%,1.10%,66.70%,62.10%,62.10%,6/10,2:27
Djokovic,16‑Jan‑2017,Australian Open,Hard,R64,2,117,Denis Istomin [UZB] d. (2)Djokovic,7-6(8) 5-7 2-6 7-6(5) 6-4,,1.07,7.60%,4.90%,57.80%,72.00%,55.10%,10/14,4:48
Djokovic,16‑Jan‑2017,Australian Open,Hard,R128,2,40,(2)Djokovic d. Fernando Verdasco [ESP],6-1 7-6(4) 6-2,(ch),1.47,2.10%,2.10%,61.70%,75.90%,50.00%,3/5,2:20
Djokovic,29‑Aug‑2016,US Open,Hard,F,1,3,(3)Stan Wawrinka [SUI] d. (1)Djokovic,6-7(1) 6-4 7-5 6-3,(ch),1.11,4.90%,5.70%,51.20%,77.80%,53.30%,4/10,3:54
Djokovic,29‑Aug‑2016,US Open,Hard,SF,1,12,(1)Djokovic d. (10)Gael Monfils [FRA],6-3 6-2 3-6 6-2,(ch),1.31,0.90%,6.60%,64.20%,67.60%,52.60%,7/11,2:32
Djokovic,29‑Aug‑2016,US Open,Hard,QF,1,11,(1)Djokovic d. (9)Jo Wilfried Tsonga [FRA],6-3 6-2 RET,,1.76,2.00%,6.00%,58.00%,82.80%,57.10%,1/2,1:23
Djokovic,29‑Aug‑2016,US Open,Hard,R16,1,84,(1)Djokovic d. Kyle Edmund [GBR],6-2 6-1 6-4,,1.5,3.70%,8.50%,62.20%,74.50%,45.20%,4/6,1:55
Djokovic,29‑Aug‑2016,US Open,Hard,R32,1,61,(1)Djokovic d. Mikhail Youzhny [RUS],4-2 RET,,5.72,0.00%,0.00%,61.50%,100.00%,80.00%,0/0,0:31
Djokovic,29‑Aug‑2016,US Open,Hard,R64,1,49,(1)Djokovic d. Jiri Vesely [CZE],W/O,,,,,,,,,
Djokovic,29‑Aug‑2016,US Open,Hard,R128,1,247,(1)Djokovic d. Jerzy Janowicz [POL],6-3 5-7 6-2 6-1,(ch),1.41,10.50%,4.40%,62.30%,69.00%,62.80%,10/12,2:37
Djokovic,27‑Jun‑2016,Wimbledon,Grass,R32,1,41,(28)Sam Querrey [USA] d. (1)Djokovic,7-6(6) 6-1 3-6 7-6(5),(ch),0.91,4.80%,1.40%,66.40%,64.90%,55.10%,11/15,2:56
Djokovic,27‑Jun‑2016,Wimbledon,Grass,R64,1,55,(1)Djokovic d. Adrian Mannarino [FRA],6-4 6-3 7-6(5),,1.23,5.80%,7.80%,65.00%,83.60%,47.20%,8/9,2:04
Djokovic,27‑Jun‑2016,Wimbledon,Grass,R128,1,177,(1)Djokovic d. James Ward [GBR],6-0 7-6(3) 6-4,,1.59,7.90%,1.10%,65.20%,77.60%,61.30%,8/9,2:02
Djokovic,23‑May‑2016,Roland Garros,Clay,F,1,2,(1)Djokovic d. (2)Andy Murray [GBR],3-6 6-1 6-2 6-4,(ch),1.3,3.60%,2.70%,69.10%,64.50%,58.80%,7/10,3:03
Djokovic,23‑May‑2016,Roland Garros,Clay,SF,1,15,(1)Djokovic d. (13)Dominic Thiem [AUT],6-2 6-1 6-4,(ch),1.72,2.70%,1.40%,68.50%,72.00%,69.60%,3/4,1:48
Djokovic,23‑May‑2016,Roland Garros,Clay,QF,1,8,(1)Djokovic d. (7)Tomas Berdych [CZE],6-3 7-5 6-3,,1.48,0.00%,1.20%,60.50%,71.40%,65.60%,4/6,2:06
Djokovic,23‑May‑2016,Roland Garros,Clay,R16,1,16,(1)Djokovic d. (14)Roberto Bautista Agut [ESP],3-6 6-4 6-1 7-5,,1.24,1.70%,4.30%,70.70%,64.60%,50.00%,5/11,3:12
Djokovic,23‑May‑2016,Roland Garros,Clay,R32,1,66,(1)Djokovic d. Aljaz Bedene [SLO],6-2 6-3 6-3,,1.44,5.40%,0.00%,76.30%,67.60%,54.50%,5/7,2:02
Djokovic,23‑May‑2016,Roland Garros,Clay,R64,1,161,(1)Djokovic d. (Q)Steve Darcis [BEL],7-5 6-3 6-4,,1.18,3.80%,3.80%,66.70%,67.10%,57.10%,2/4,2:17
Djokovic,23‑May‑2016,Roland Garros,Clay,R128,1,95,(1)Djokovic d. Yen Hsun Lu [TPE],6-4 6-1 6-1,,2.14,1.60%,1.60%,70.30%,75.60%,73.70%,0/1,1:30
Djokovic,18‑Jan‑2016,Australian Open,Hard,F,1,2,(1)Djokovic d. (2)Andy Murray [GBR],6-1 7-5 7-6,(ch),1.32,6.30%,2.70%,65.80%,74.00%,52.60%,4/6,2:53
Djokovic,18‑Jan‑2016,Australian Open,Hard,SF,1,3,(1)Djokovic d. (3)Roger Federer [SUI],6-1 6-2 3-6 6-3,(ch),1.64,10.30%,1.00%,67.00%,76.90%,65.60%,3/4,2:19
Djokovic,18‑Jan‑2016,Australian Open,Hard,QF,1,7,(1)Djokovic d. (7)Kei Nishikori [JPN],6-3 6-2 6-4,(ch),1.4,6.70%,2.20%,57.30%,64.70%,65.80%,6/8,2:07
Djokovic,18‑Jan‑2016,Australian Open,Hard,R16,1,15,(1)Djokovic d. (14)Gilles Simon [FRA],6-3 6-7 6-4 4-6 6-3,(ch),1.19,5.10%,0.60%,62.10%,70.00%,55.20%,14/18,4:32
Djokovic,18‑Jan‑2016,Australian Open,Hard,R32,1,29,(1)Djokovic d. (28)Andreas Seppi [ITA],6-1 7-5 7-6,,1.33,8.70%,1.90%,71.80%,75.70%,62.10%,3/3,2:21
Djokovic,18‑Jan‑2016,Australian Open,Hard,R64,1,187,(1)Djokovic d. Quentin Halys [FRA],6-1 6-2 7-6,,2.35,12.50%,0.00%,61.10%,86.40%,71.40%,0/1,1:40
Djokovic,18‑Jan‑2016,Australian Open,Hard,R128,1,52,(1)Djokovic d. Hyeon Chung [KOR],6-3 6-2 6-4,,2.07,14.70%,4.40%,66.20%,88.90%,56.50%,0/1,1:55
Djokovic,31‑Aug‑2015,US Open,Hard,F,1,2,(1)Djokovic d. (2)Roger Federer [SUI],6-4 5-7 6-4 6-4,(ch),0.98,1.90%,3.20%,61.90%,65.60%,54.20%,19/23,3:20
Djokovic,31‑Aug‑2015,US Open,Hard,SF,1,9,(1)Djokovic d. (9)Marin Cilic [CRO],6-0 6-1 6-2,(ch),2.61,5.40%,1.80%,66.10%,75.70%,78.90%,0/1,
Djokovic,31‑Aug‑2015,US Open,Hard,QF,1,19,(1)Djokovic d. (18)Feliciano Lopez [ESP],6-1 3-6 6-3 7-6(2),(ch),1.26,7.70%,0.00%,58.10%,76.50%,67.30%,5/6,
Djokovic,31‑Aug‑2015,US Open,Hard,R16,1,23,(1)Djokovic d. (23)Roberto Bautista Agut [ESP],6-3 4-6 6-4 6-3,(ch),1.21,6.50%,1.60%,61.00%,69.30%,52.10%,4/8,
Djokovic,31‑Aug‑2015,US Open,Hard,R32,1,25,(1)Djokovic d. (25)Andreas Seppi [ITA],6-3 7-5 7-5,,1.33,12.10%,3.30%,67.00%,77.00%,56.70%,5/7,
Djokovic,31‑Aug‑2015,US Open,Hard,R64,1,52,(1)Djokovic d. Andreas Haider Maurer [AUT],6-4 6-1 6-2,,2.55,7.80%,3.10%,65.60%,83.30%,77.30%,0/0,
Djokovic,31‑Aug‑2015,US Open,Hard,R128,1,91,(1)Djokovic d. Joao Souza [BRA],6-1 6-1 6-1,,3.76,15.40%,0.00%,75.00%,92.30%,61.50%,0/0,
Djokovic,29‑Jun‑2015,Wimbledon,Grass,F,1,2,(1)Djokovic d. (2)Roger Federer [SUI],7-6(1) 6-7(10) 6-4 6-3,(ch),1.1,9.00%,0.70%,65.50%,73.70%,60.00%,6/7,2:56
Djokovic,29‑Jun‑2015,Wimbledon,Grass,SF,1,20,(1)Djokovic d. (21)Richard Gasquet [FRA],7-6(2) 6-4 6-4,(ch),1.35,12.20%,2.00%,75.50%,78.40%,45.80%,3/4,
Djokovic,29‑Jun‑2015,Wimbledon,Grass,QF,1,9,(1)Djokovic d. (9)Marin Cilic [CRO],6-4 6-4 6-4,(ch),1.63,4.90%,1.20%,71.60%,79.30%,73.90%,0/0,
Djokovic,29‑Jun‑2015,Wimbledon,Grass,R16,1,14,(1)Djokovic d. (14)Kevin Anderson [RSA],6-7(6) 6-7(6) 6-1 6-4 7-5,,1.25,7.60%,2.40%,68.20%,74.10%,68.50%,7/8,
Djokovic,29‑Jun‑2015,Wimbledon,Grass,R32,1,26,(1)Djokovic d. (27)Bernard Tomic [AUS],6-3 6-3 6-3,,1.77,18.50%,1.20%,71.60%,81.00%,65.20%,3/3,
Djokovic,29‑Jun‑2015,Wimbledon,Grass,R64,1,92,(1)Djokovic d. Jarkko Nieminen [FIN],6-4 6-2 6-3,,1.92,11.00%,1.40%,68.50%,78.00%,73.90%,0/1,
Djokovic,29‑Jun‑2015,Wimbledon,Grass,R128,1,33,(1)Djokovic d. Philipp Kohlschreiber [GER],6-4 6-4 6-4,,1.44,14.30%,1.20%,72.60%,75.40%,56.50%,7/9,
Djokovic,24‑May‑2015,Roland Garros,Clay,F,1,9,(8)Stan Wawrinka [SUI] d. (1)Djokovic,4-6 6-4 6-3 6-4,(ch),0.8,4.70%,0.00%,64.80%,62.70%,53.30%,11/15,3:12
Djokovic,24‑May‑2015,Roland Garros,Clay,SF,1,3,(1)Djokovic d. (3)Andy Murray [GBR],6-3 6-3 5-7 5-7 6-1,(ch),1.22,5.70%,1.40%,69.50%,68.40%,67.40%,1/4,4:09
Djokovic,24‑May‑2015,Roland Garros,Clay,QF,1,7,(1)Djokovic d. (6)Rafael Nadal [ESP],7-5 6-3 6-1,(ch),1.65,3.80%,0.00%,62.50%,76.00%,60.00%,3/5,2:26
Djokovic,24‑May‑2015,Roland Garros,Clay,R16,1,21,(1)Djokovic d. (20)Richard Gasquet [FRA],6-1 6-2 6-3,,1.67,5.00%,0.00%,76.30%,68.90%,68.40%,8/9,2:00
Djokovic,24‑May‑2015,Roland Garros,Clay,R32,1,84,(1)Djokovic d. (WC)Thanasi Kokkinakis [AUS],6-4 6-4 6-4,,1.63,5.30%,0.00%,76.30%,84.50%,66.70%,0/0,1:49
Djokovic,24‑May‑2015,Roland Garros,Clay,R64,1,55,(1)Djokovic d. Gilles Muller [LUX],6-1 6-4 6-4,,2.04,4.10%,1.40%,68.50%,84.00%,65.20%,3/4,1:46
Djokovic,24‑May‑2015,Roland Garros,Clay,R128,1,87,(1)Djokovic d. Jarkko Nieminen [FIN],6-2 7-5 6-2,,1.49,6.90%,1.10%,74.70%,72.30%,59.10%,5/6,2:03
Djokovic,19‑Jan‑2015,Australian Open,Hard,F,1,6,(1)Djokovic d. (6)Andy Murray [GBR],7-6(5) 6-7(4) 6-3 6-0,(ch),1.15,6.60%,0.70%,59.60%,59.30%,61.80%,7/12,3:39
Djokovic,19‑Jan‑2015,Australian Open,Hard,SF,1,4,(1)Djokovic d. (4)Stan Wawrinka [SUI],7-6(1) 3-6 6-4 4-6 6-0,(ch),1.21,3.70%,2.20%,65.20%,69.30%,59.60%,3/8,3:30
Djokovic,19‑Jan‑2015,Australian Open,Hard,QF,1,8,(1)Djokovic d. (8)Milos Raonic [CAN],7-6(5) 6-4 6-2,(ch),2.23,10.30%,2.60%,69.20%,88.90%,75.00%,0/0,2:00
Djokovic,19‑Jan‑2015,Australian Open,Hard,R16,1,42,(1)Djokovic d. Gilles Muller [LUX],6-4 7-5 7-5,(ch),1.54,14.10%,4.30%,70.70%,81.50%,66.70%,4/4,2:08
Djokovic,19‑Jan‑2015,Australian Open,Hard,R32,1,33,(1)Djokovic d. (31)Fernando Verdasco [ESP],7-6(8) 6-3 6-4,(ch),1.78,12.10%,0.00%,72.50%,81.80%,68.00%,3/3,2:21
Djokovic,19‑Jan‑2015,Australian Open,Hard,R64,1,88,(1)Djokovic d. Andrey Kuznetsov [RUS],6-0 6-1 6-4,,2.61,12.30%,3.50%,61.40%,85.70%,68.20%,0/1,1:24
Djokovic,19‑Jan‑2015,Australian Open,Hard,R128,1,116,(1)Djokovic d. (Q)Aljaz Bedene [SLO],6-3 6-2 6-4,,1.82,10.10%,3.80%,65.80%,84.60%,63.00%,3/3,1:49
Djokovic,25‑Aug‑2014,US Open,Hard,SF,1,11,(10)Kei Nishikori [JPN] d. (1)Djokovic,6-4 1-6 7-6(4) 6-3,(ch),1.07,13.40%,3.60%,58.90%,80.30%,37.00%,2/7,2:52
Djokovic,25‑Aug‑2014,US Open,Hard,QF,1,9,(1)Djokovic d. (8)Andy Murray [GBR],7-6(1) 6-7(1) 6-2 6-4,(ch),1.1,5.30%,2.00%,63.20%,66.70%,51.80%,12/16,3:32
Djokovic,25‑Aug‑2014,US Open,Hard,R16,1,25,(1)Djokovic d. (22)Philipp Kohlschreiber [GER],6-1 7-5 6-4,,1.55,7.10%,0.00%,64.70%,76.40%,70.00%,2/2,2:03
Djokovic,25‑Aug‑2014,US Open,Hard,R32,1,57,(1)Djokovic d. Sam Querrey [USA],6-3 6-2 6-2,,1.64,6.80%,1.40%,68.90%,74.50%,47.80%,2/4,1:25
Djokovic,25‑Aug‑2014,US Open,Hard,R64,1,81,(1)Djokovic d. Paul Henri Mathieu [FRA],6-1 6-3 6-0,,2.83,22.80%,0.00%,75.40%,88.40%,57.10%,1/1,1:28
Djokovic,25‑Aug‑2014,US Open,Hard,R128,1,79,(1)Djokovic d. Diego Schwartzman [ARG],6-1 6-2 6-4,,1.83,9.20%,3.90%,61.80%,76.60%,62.10%,4/6,1:37
Djokovic,23‑Jun‑2014,Wimbledon,Grass,F,2,4,(1)Djokovic d. (4)Roger Federer [SUI],6-7(7) 6-4 7-6(4) 5-7 6-4,(ch),1.12,7.50%,1.70%,62.10%,73.10%,65.20%,4/7,3:56
Djokovic,23‑Jun‑2014,Wimbledon,Grass,SF,2,13,(1)Djokovic d. (11)Grigor Dimitrov [BUL],6-4 3-6 7-6(2) 7-6(7),(ch),0.99,11.70%,1.40%,70.30%,72.50%,55.80%,8/11,3:02
Djokovic,23‑Jun‑2014,Wimbledon,Grass,QF,2,29,(1)Djokovic d. (26)Marin Cilic [CRO],6-1 3-6 6-7(4) 6-2 6-2,,1.41,7.60%,2.30%,69.70%,73.90%,57.50%,2/4,3:18
Djokovic,23‑Jun‑2014,Wimbledon,Grass,R16,2,17,(1)Djokovic d. (14)Jo Wilfried Tsonga [FRA],6-3 6-4 7-6(5),,1.23,14.60%,0.00%,70.80%,80.90%,67.90%,2/2,1:52
Djokovic,23‑Jun‑2014,Wimbledon,Grass,R32,2,44,(1)Djokovic d. Gilles Simon [FRA],6-4 6-2 6-4,,1.31,8.80%,2.50%,58.80%,76.60%,45.50%,4/7,2:12
Djokovic,23‑Jun‑2014,Wimbledon,Grass,R64,2,38,(1)Djokovic d. Radek Stepanek [CZE],6-4 6-3 6-7(5) 7-6(5),,1.19,12.20%,1.40%,68.90%,79.40%,52.20%,5/5,3:17
Djokovic,23‑Jun‑2014,Wimbledon,Grass,R128,2,56,(1)Djokovic d. Andrey Golubev [KAZ],6-0 6-1 6-4,,2.24,11.30%,0.00%,66.10%,80.50%,71.40%,0/0,1:28
Djokovic,26‑May‑2014,Roland Garros,Clay,F,2,1,(1)Rafael Nadal [ESP] d. (2)Djokovic,3-6 7-5 6-2 6-4,(ch),0.84,8.70%,2.40%,65.10%,72.00%,36.40%,4/10,3:31
Djokovic,26‑May‑2014,Roland Garros,Clay,SF,2,17,(2)Djokovic d. (18)Ernests Gulbis [LAT],6-3 6-3 3-6 6-3,(ch),1.15,8.10%,0.90%,66.70%,79.70%,43.20%,5/7,2:34
Djokovic,26‑May‑2014,Roland Garros,Clay,QF,2,9,(2)Djokovic d. (8)Milos Raonic [CAN],7-5 7-6(5) 6-4,,1.41,4.10%,1.00%,68.40%,74.60%,74.20%,1/2,2:22
Djokovic,26‑May‑2014,Roland Garros,Clay,R16,2,14,(2)Djokovic d. (13)Jo Wilfried Tsonga [FRA],6-1 6-4 6-1,,1.96,1.50%,1.50%,66.70%,70.50%,77.30%,1/2,1:29
Djokovic,26‑May‑2014,Roland Garros,Clay,R32,2,26,(2)Djokovic d. (25)Marin Cilic [CRO],6-3 6-2 6-7(2) 6-4,,1.19,3.60%,2.20%,65.20%,68.90%,54.20%,8/11,3:11
Djokovic,26‑May‑2014,Roland Garros,Clay,R64,2,42,(2)Djokovic d. Jeremy Chardy [FRA],6-1 6-4 6-2,,1.82,2.90%,1.40%,60.90%,76.20%,63.00%,2/4,1:32
Djokovic,26‑May‑2014,Roland Garros,Clay,R128,2,44,(2)Djokovic d. Joao Sousa [POR],6-1 6-2 6-4,,1.45,10.80%,3.60%,69.90%,65.50%,56.00%,7/10,1:50
Djokovic,13‑Jan‑2014,Australian Open,Hard,QF,2,8,(8)Stan Wawrinka [SUI] d. (2)Djokovic,2-6 6-4 6-2 3-6 9-7,(ch),1.16,4.90%,0.70%,72.90%,71.40%,59.00%,5/10,4:00
Djokovic,13‑Jan‑2014,Australian Open,Hard,R16,2,16,(2)Djokovic d. (15)Fabio Fognini [ITA],6-3 6-0 6-2,,3.03,13.30%,3.30%,71.70%,88.40%,70.60%,0/0,1:33
Djokovic,13‑Jan‑2014,Australian Open,Hard,R32,2,49,(2)Djokovic d. Denis Istomin [UZB],6-3 6-3 7-5,,1.59,7.70%,1.30%,61.50%,77.10%,70.00%,0/1,1:59
Djokovic,13‑Jan‑2014,Australian Open,Hard,R64,2,98,(2)Djokovic d. Leonardo Mayer [ARG],6-0 6-4 6-4,(ch),2.25,17.90%,3.00%,65.70%,81.80%,73.90%,0/0,1:47
Djokovic,13‑Jan‑2014,Australian Open,Hard,R128,2,96,(2)Djokovic d. Lukas Lacko [SVK],6-3 7-6(2) 6-1,,1.97,11.40%,0.00%,68.40%,83.30%,68.00%,2/3,1:50
Djokovic,26‑Aug‑2013,US Open,Hard,F,1,2,(2)Rafael Nadal [ESP] d. (1)Djokovic,6-2 3-6 6-4 6-1,(ch) (wp),0.84,5.90%,2.00%,67.60%,58.00%,48.50%,5/11,3:21
Djokovic,26‑Aug‑2013,US Open,Hard,SF,1,10,(1)Djokovic d. (9)Stan Wawrinka [SUI],2-6 7-6(4) 3-6 6-3 6-4,(ch) (wp),1.11,6.50%,4.30%,66.70%,68.50%,56.50%,4/9,4:09
Djokovic,26‑Aug‑2013,US Open,Hard,QF,1,24,(1)Djokovic d. (21)Mikhail Youzhny [RUS],6-3 6-2 3-6 6-0,(wp),1.4,4.90%,1.00%,68.00%,70.00%,57.60%,8/10,2:34
Djokovic,26‑Aug‑2013,US Open,Hard,R16,1,43,(1)Djokovic d. Marcel Granollers [ESP],6-3 6-0 6-0,(wp),3.94,3.80%,0.00%,71.70%,84.20%,86.70%,1/1,1:19
Djokovic,26‑Aug‑2013,US Open,Hard,R32,1,95,(1)Djokovic d. Joao Sousa [POR],6-0 6-2 6-2,(wp),2.26,5.40%,3.60%,67.90%,78.90%,66.70%,1/2,1:40
Djokovic,26‑Aug‑2013,US Open,Hard,R64,1,87,(1)Djokovic d. Benjamin Becker [GER],7-6(2) 6-2 6-2,(wp),1.72,16.30%,2.50%,73.80%,81.40%,52.40%,0/1,1:51
Djokovic,26‑Aug‑2013,US Open,Hard,R128,1,112,(1)Djokovic d. Ricardas Berankis [LTU],6-1 6-2 6-2,(ch) (wp),1.91,13.70%,1.40%,68.50%,72.00%,60.90%,7/8,1:22
Djokovic,24‑Jun‑2013,Wimbledon,Grass,F,1,2,(2)Andy Murray [GBR] d. (1)Djokovic,6-4 7-5 6-4,(ch) (wp),0.82,3.80%,3.80%,64.80%,58.80%,40.50%,10/17,3:09
Djokovic,24‑Jun‑2013,Wimbledon,Grass,SF,1,8,(1)Djokovic d. (8)Juan Martin Del Potro [ARG],7-5 4-6 7-6(2) 6-7(6) 6-3,(ch) (wp),1.15,12.40%,1.10%,69.50%,82.90%,38.90%,5/7,4:43
Djokovic,24‑Jun‑2013,Wimbledon,Grass,QF,1,6,(1)Djokovic d. (7)Tomas Berdych [CZE],7-6(5) 6-4 6-3,(wp),1.35,18.00%,1.10%,60.70%,77.80%,60.00%,0/2,2:15
Djokovic,24‑Jun‑2013,Wimbledon,Grass,R16,1,13,(1)Djokovic d. (13)Tommy Haas [GER],6-1 6-4 7-6(4),(wp),1.49,14.60%,3.40%,65.20%,75.90%,54.80%,5/7,2:12
Djokovic,24‑Jun‑2013,Wimbledon,Grass,R32,1,25,(1)Djokovic d. (28)Jeremy Chardy [FRA],6-3 6-2 6-2,(wp),4.56,13.80%,1.70%,74.10%,93.00%,80.00%,0/0,1:26
Djokovic,24‑Jun‑2013,Wimbledon,Grass,R64,1,156,(1)Djokovic d. (Q)Bobby Reynolds [USA],7-6(2) 6-3 6-1,(wp),2.66,16.40%,0.00%,58.90%,90.70%,73.30%,0/0,1:54
Djokovic,24‑Jun‑2013,Wimbledon,Grass,R128,1,34,(1)Djokovic d. Florian Mayer [GER],6-3 7-5 6-4,(wp),1.69,5.70%,0.00%,63.20%,74.50%,81.30%,3/3,1:56
Djokovic,27‑May‑2013,Roland Garros,Clay,SF,1,4,(3)Rafael Nadal [ESP] d. (1)Djokovic,6-4 3-6 6-1 6-7(3) 9-7,(ch) (wp),0.82,2.90%,1.10%,67.40%,64.40%,52.60%,8/16,4:37
Djokovic,27‑May‑2013,Roland Garros,Clay,QF,1,14,(1)Djokovic d. (12)Tommy Haas [GER],6-3 7-6(5) 7-5,(wp),2.26,14.10%,0.00%,64.10%,82.00%,78.60%,0/2,2:13
Djokovic,27‑May‑2013,Roland Garros,Clay,R16,1,19,(1)Djokovic d. (16)Philipp Kohlschreiber [GER],4-6 6-3 6-4 6-4,(wp),1.03,1.40%,1.40%,74.50%,67.60%,63.90%,11/13,2:42
