Player,Date,Tournament,Surface,Rd,Rk,vRk,,Score,More,DR,TPW,RPW,vA%,v1st%,v2nd%,BPCnv,Time
Djokovic,27‑May‑2012,Roland Garros,Clay,QF,1,5,(1)Djokovic d. (5)Jo Wilfried Tsonga [FRA],6-1 5-7 5-7 7-6(6) 6-1,(wp),1.21,54.20%,42.30%,3.80%,34.90%,58.00%,6/13,4:09
Djokovic,27‑May‑2012,Roland Garros,Clay,R16,1,25,(1)Djokovic d. (22)Andreas Seppi [ITA],4-6 6-7(5) 6-3 7-5 6-3,(wp),1.3,53.10%,44.20%,2.90%,43.40%,45.20%,9/22,4:18
Djokovic,27‑May‑2012,Roland Garros,Clay,R32,1,286,(1)Djokovic d. (Q)Nicolas Devilder [FRA],6-1 6-2 6-2,(wp),1.84,62.80%,54.90%,7.00%,41.50%,73.30%,7/10,1:44
Djokovic,27‑May‑2012,Roland Garros,Clay,R64,1,99,(1)Djokovic d. Blaz Kavcic [SLO],6-0 6-4 6-4,(wp),1.69,57.70%,46.30%,0.00%,42.60%,52.90%,6/15,2:14
Djokovic,27‑May‑2012,Roland Garros,Clay,R128,1,97,(1)Djokovic d. Potito Starace [ITA],7-6(3) 6-3 6-1,(wp),2.02,58.40%,43.40%,3.80%,40.50%,51.90%,4/15,2:04
Djokovic,16‑Jan‑2012,Australian Open,Hard,F,1,2,(1)Djokovic d. (2)Rafael Nadal [ESP],5-7 6-4 6-2 6-7(5) 7-5,(ch) (wp),1.21,52.30%,40.90%,4.90%,34.80%,52.90%,7/20,5:53
Djokovic,16‑Jan‑2012,Australian Open,Hard,SF,1,4,(1)Djokovic d. (4)Andy Murray [GBR],6-3 3-6 6-7(4) 6-1 7-5,(ch) (wp),1.16,53.30%,48.90%,5.20%,37.30%,68.80%,11/26,4:50
Djokovic,16‑Jan‑2012,Australian Open,Hard,QF,1,5,(1)Djokovic d. (5)David Ferrer [ESP],6-4 7-6(4) 6-1,(ch) (wp),1.39,55.60%,42.90%,2.00%,39.10%,50.00%,5/12,2:44
Djokovic,16‑Jan‑2012,Australian Open,Hard,R16,1,181,(1)Djokovic d. (WC)Lleyton Hewitt [AUS],6-1 6-3 4-6 6-3,(ch) (wp),1.4,55.80%,46.80%,2.40%,31.80%,63.80%,8/12,2:56
Djokovic,16‑Jan‑2012,Australian Open,Hard,R32,1,81,(1)Djokovic d. Nicolas Mahut [FRA],6-0 6-1 6-1,(wp),2.87,68.60%,60.60%,0.00%,51.20%,78.30%,8/14,1:14
Djokovic,16‑Jan‑2012,Australian Open,Hard,R64,1,56,(1)Djokovic d. Santiago Giraldo [COL],6-3 6-2 6-1,(wp),1.99,62.30%,52.10%,4.10%,36.80%,68.60%,7/13,1:42
Djokovic,16‑Jan‑2012,Australian Open,Hard,R128,1,109,(1)Djokovic d. Paolo Lorenzi [ITA],6-2 6-0 6-0,(wp),1.98,66.70%,67.20%,0.00%,43.80%,93.10%,9/13,1:32
Djokovic,29‑Aug‑2011,US Open,Hard,F,1,2,(1)Djokovic d. (2)Rafael Nadal [ESP],6-2 6-4 6-7(3) 6-1,(ch) (wp),1.22,54.50%,51.10%,1.40%,47.90%,57.80%,12/27,4:10
Djokovic,29‑Aug‑2011,US Open,Hard,SF,1,3,(1)Djokovic d. (3)Roger Federer [SUI],6-7(7) 4-6 6-3 6-2 7-5,(ch) (wp),1.3,53.00%,37.20%,6.70%,32.70%,44.40%,6/12,3:51
Djokovic,29‑Aug‑2011,US Open,Hard,QF,1,20,(1)Djokovic d. (20)Janko Tipsarevic [SRB],7-6(2) 6-7(3) 6-0 3-0 RET,(wp),1.24,55.10%,50.00%,9.30%,35.20%,78.40%,8/13,3:27
