Year,Film,Nominee,Winner
2018,At Eternity's Gate,Willem Dafoe,FALSE
2018,Green Book,Viggo Mortensen,FALSE
2019,Joker,Joaquin Phoenix ‡,TRUE
2019,Pain and Glory,Antonio Banderas,FALSE
2019,Once Upon a Time in Hollywood,Leonardo DiCaprio,FALSE
2019,Marriage Story,Adam Driver,FALSE
2019,The Two Popes,Jonathan Pryce,FALSE
2020,The Father,Anthony Hopkins ‡,TRUE
2020,Sound of Metal,Riz Ahmed,FALSE
2020,Ma Rainey's Black Bottom,Chadwick Boseman †,FALSE
2020,Mank,Gary Oldman,FALSE
2020,Minari,Steven Yeun,FALSE
2021,King Richard,Will Smith ‡,TRUE
2021,Being the Ricardos,Javier Bardem,FALSE
2021,The Power of the Dog,Benedict Cumberbatch,FALSE
2021,"Tick, Tick... Boom!",Andrew Garfield,FALSE
2021,The Tragedy of Macbeth,Denzel Washington,FALSE
2022,The Whale,Brendan Fraser ‡,TRUE
2022,Elvis,Austin Butler,FALSE
2022,The Banshees of Inisherin,Colin Farrell,FALSE
2022,Aftersun,Paul Mescal,FALSE
2022,Living,Bill Nighy,FALSE
2023,Oppenheimer,Cillian Murphy ‡,TRUE
2023,Maestro,Bradley Cooper,FALSE
2023,Rustin,Colman Domingo,FALSE
2023,The Holdovers,Paul Giamatti,FALSE
2023,American Fiction,Jeffrey Wright,FALSE
2024,The Brutalist,Adrien Brody,TRUE
2024,A Complete Unknown,Timothée Chalamet,FALSE
2024,Sing Sing,Colman Domingo,FALSE
2024,Conclave,Ralph Fiennes,FALSE
2024,The Apprentice,Sebastian Stan,FALSE
