Year,Film,Nominee,Winner
1995,The American President,Michael Douglas,FALSE
1995,Sabrina,Harrison Ford,FALSE
1995,Father of the Bride Part II,Steve Martin,FALSE
1995,"To Wong Foo, Thanks for Everything! Julie Newmar",Patrick Swayze,FALSE
1996,Jerry Maguire,Tom Cruise,TRUE
1996,Evita,Antonio Banderas,FALSE
1996,Tin Cup,Kevin Costner,FALSE
1996,The Birdcage,Nathan Lane,FALSE
1996,The Nutty Professor,Eddie Murphy,FALSE
1997,As Good as It Gets,Jack Nicholson,TRUE
1997,Liar Liar,Jim Carrey,FALSE
1997,Wag the Dog,Dustin Hoffman,FALSE
1997,Jackie Brown,Samuel L. Jackson,FALSE
1997,In & Out,Kevin Kline,FALSE
1998,Little Voice,Michael Caine,TRUE
1998,The Mask of Zorro,Antonio Banderas,FALSE
1998,Bulworth,Warren Beatty,FALSE
1998,Primary Colors,John Travolta,FALSE
1998,Patch Adams,Robin Williams,FALSE
1999,Man on the Moon,Jim Carrey,TRUE
1999,Analyze This,Robert De Niro,FALSE
1999,An Ideal Husband,Rupert Everett,FALSE
1999,Notting Hill,Hugh Grant,FALSE
1999,Sweet and Lowdown,Sean Penn,FALSE
2000,"O Brother, Where Art Thou?",George Clooney,TRUE
2000,How the Grinch Stole Christmas,Jim Carrey,FALSE
2000,High Fidelity,John Cusack,FALSE
2000,Meet the Parents,Robert De Niro,FALSE
2000,What Women Want,Mel Gibson,FALSE
2001,The Royal Tenenbaums,Gene Hackman,TRUE
2001,Kate & Leopold,Hugh Jackman,FALSE
2001,Moulin Rouge!,Ewan McGregor,FALSE
2001,Hedwig and the Angry Inch,John Cameron Mitchell,FALSE
2001,Bandits,Billy Bob Thornton,FALSE
2002,Chicago,Richard Gere,TRUE
2002,Adaptation.,Nicolas Cage,FALSE
2002,Igby Goes Down,Kieran Culkin,FALSE
2002,About a Boy,Hugh Grant,FALSE
2002,Punch-Drunk Love,Adam Sandler,FALSE
2003,Lost in Translation,Bill Murray,TRUE
2003,School of Rock,Jack Black,FALSE
2003,Pirates of the Caribbean: The Curse of the Black Pearl,Johnny Depp,FALSE
2003,Something's Gotta Give,Jack Nicholson,FALSE
2003,Bad Santa,Billy Bob Thornton,FALSE
2004,Ray,Jamie Foxx,TRUE
2004,Eternal Sunshine of the Spotless Mind,Jim Carrey,FALSE
2004,Sideways,Paul Giamatti,FALSE
2004,De-Lovely,Kevin Kline,FALSE
2004,Beyond the Sea,Kevin Spacey,FALSE
2005,Walk the Line,Joaquin Phoenix,TRUE
2005,The Matador,Pierce Brosnan,FALSE
2005,The Squid and the Whale,Jeff Daniels,FALSE
2005,Charlie and the Chocolate Factory,Johnny Depp,FALSE
2005,The Producers,Nathan Lane,FALSE
2005,Breakfast on Pluto,Cillian Murphy,FALSE
2006,Borat,Sacha Baron Cohen,TRUE
2006,Pirates of the Caribbean: Dead Man's Chest,Johnny Depp,FALSE
2006,Thank You for Smoking,Aaron Eckhart,FALSE
2006,Kinky Boots,Chiwetel Ejiofor,FALSE
2006,Stranger than Fiction,Will Ferrell,FALSE
2007,Sweeney Todd: The Demon Barber of Fleet Street,Johnny Depp,TRUE
2007,Lars and the Real Girl,Ryan Gosling,FALSE
2007,Charlie Wilson's War,Tom Hanks,FALSE
2007,The Savages,Philip Seymour Hoffman,FALSE
2007,Walk Hard: The Dewey Cox Story,John C. Reilly,FALSE
2008,In Bruges,Colin Farrell,TRUE
2008,Vicky Cristina Barcelona,Javier Bardem,FALSE
2008,Pineapple Express,James Franco,FALSE
2008,In Bruges,Brendan Gleeson,FALSE
2008,Last Chance Harvey,Dustin Hoffman,FALSE
2009,Sherlock Holmes,Robert Downey Jr.,TRUE
2009,The Informant!,Matt Damon,FALSE
2009,Nine,Daniel Day-Lewis,FALSE
2009,(500) Days of Summer,Joseph Gordon-Levitt,FALSE
2009,A Serious Man,Michael Stuhlbarg,FALSE
2010,Barney's Version,Paul Giamatti,TRUE
2010,Alice in Wonderland,Johnny Depp,FALSE
2010,The Tourist,Johnny Depp,FALSE
2010,Love & Other Drugs,Jake Gyllenhaal,FALSE
2010,Casino Jack,Kevin Spacey,FALSE
2011,The Artist,Jean Dujardin,TRUE
2011,The Guard,Brendan Gleeson,FALSE
2011,50/50,Joseph Gordon-Levitt,FALSE
2011,"Crazy, Stupid, Love.",Ryan Gosling,FALSE
2011,Midnight in Paris,Owen Wilson,FALSE
2012,Les Misérables,Hugh Jackman,TRUE
2012,Bernie,Jack Black,FALSE
2012,Silver Linings Playbook,Bradley Cooper,FALSE
2012,Salmon Fishing in the Yemen,Ewan McGregor,FALSE
2012,Hyde Park on Hudson,Bill Murray,FALSE
2013,The Wolf of Wall Street,Leonardo DiCaprio,TRUE
2013,American Hustle,Christian Bale,FALSE
2013,Nebraska,Bruce Dern,FALSE
2013,Inside Llewyn Davis,Oscar Isaac,FALSE
2013,Her,Joaquin Phoenix,FALSE
2014,Birdman,Michael Keaton,TRUE
2014,The Grand Budapest Hotel,Ralph Fiennes,FALSE
2014,St. Vincent,Bill Murray,FALSE
2014,Inherent Vice,Joaquin Phoenix,FALSE
2014,Big Eyes,Christoph Waltz,FALSE
2015,The Martian,Matt Damon,TRUE
2015,The Big Short,Christian Bale,FALSE
2015,The Big Short,Steve Carell,FALSE
2015,Danny Collins,Al Pacino,FALSE
2015,Infinitely Polar Bear,Mark Ruffalo,FALSE
2016,La La Land,Ryan Gosling,TRUE
2016,The Lobster,Colin Farrell,FALSE
2016,Florence Foster Jenkins,Hugh Grant,FALSE
2016,War Dogs,Jonah Hill,FALSE
2016,Deadpool,Ryan Reynolds,FALSE
2017,The Disaster Artist,James Franco,TRUE
2017,Battle of the Sexes,Steve Carell,FALSE
2017,Baby Driver,Ansel Elgort,FALSE
2017,The Greatest Showman,Hugh Jackman,FALSE
2017,Get Out,Daniel Kaluuya,FALSE
2018,Vice,Christian Bale,TRUE
2018,Mary Poppins Returns,Lin-Manuel Miranda,FALSE
2018,Green Book,Viggo Mortensen,FALSE
2018,The Old Man & the Gun,Robert Redford,FALSE
2018,Stan & Ollie,John C. Reilly,FALSE
2019,Rocketman,Taron Egerton,TRUE
2019,Knives Out,Daniel Craig,FALSE
2019,Jojo Rabbit,Roman Griffin Davis,FALSE
2019,Once Upon a Time in Hollywood,Leonardo DiCaprio,FALSE
2019,Dolemite Is My Name,Eddie Murphy,FALSE
2020,Borat Subsequent Moviefilm,Sacha Baron Cohen,TRUE
2020,The Prom,James Corden,FALSE
2020,Hamilton,Lin-Manuel Miranda,FALSE
2020,The Personal History of David Copperfield,Dev Patel,FALSE
2020,Palm Springs,Andy Samberg,FALSE
2021,"Tick, Tick... Boom!",Andrew Garfield,TRUE
2021,Don't Look Up,Leonardo DiCaprio,FALSE
2021,Cyrano,Peter Dinklage,FALSE
2021,Licorice Pizza,Cooper Hoffman,FALSE
2021,In the Heights,Anthony Ramos,FALSE
2022,The Banshees of Inisherin,Colin Farrell,TRUE
2022,Babylon,Diego Calva,FALSE
2022,Glass Onion: A Knives Out Mystery,Daniel Craig,FALSE
2022,White Noise,Adam Driver,FALSE
2022,The Menu,Ralph Fiennes,FALSE
2023,The Holdovers,Paul Giamatti,TRUE
2023,Dream Scenario,Nicolas Cage,FALSE
2023,Wonka,Timothée Chalamet,FALSE
2023,Air,Matt Damon,FALSE
2023,Beau Is Afraid,Joaquin Phoenix,FALSE
2023,American Fiction,Jeffrey Wright,FALSE
2024,A Different Man,Sebastian Stan,TRUE
2024,A Real Pain,Jesse Eisenberg,FALSE
2024,Heretic,Hugh Grant,FALSE
2024,Saturday Night,Gabriel LaBelle,FALSE
2024,Kinds of Kindness,Jesse Plemons,FALSE
2024,Hit Man,Glen Powell,FALSE
