Year,Film,Nominee,Winner
1990,The Godfather Part III,Al Pacino,FALSE
1990,Awakenings,Robin Williams,FALSE
1991,The Prince of Tides,Nick Nolte,TRUE
1991,Bugsy,Warren Beatty,FALSE
1991,JFK,Kevin Costner,FALSE
1991,Cape Fear,Robert De Niro,FALSE
1991,The Silence of the Lambs,Anthony Hopkins,FALSE
1992,Scent of a Woman,Al Pacino,TRUE
1992,A Few Good Men,Tom Cruise,FALSE
1992,Chaplin,Robert Downey Jr.,FALSE
1992,Hoffa,Jack Nicholson,FALSE
1992,Malcolm X,Denzel Washington,FALSE
1993,Philadelphia,Tom Hanks,TRUE
1993,In the Name of the Father,Daniel Day-Lewis,FALSE
1993,The Fugitive,Harrison Ford,FALSE
1993,The Remains of the Day,Anthony Hopkins,FALSE
1993,Schindler's List,Liam Neeson,FALSE
1994,Forrest Gump,Tom Hanks,TRUE
1994,The Shawshank Redemption,Morgan Freeman,FALSE
1994,Nobody's Fool,Paul Newman,FALSE
1994,Legends of the Fall,Brad Pitt,FALSE
1994,Pulp Fiction,John Travolta,FALSE
1995,Leaving Las Vegas,Nicolas Cage,TRUE
1995,Mr. Holland's Opus,Richard Dreyfuss,FALSE
1995,Nixon,Anthony Hopkins,FALSE
1995,Richard III,Ian McKellen,FALSE
1995,Dead Man Walking,Sean Penn,FALSE
1996,Shine,Geoffrey Rush,TRUE
1996,The English Patient,Ralph Fiennes,FALSE
1996,Ransom,Mel Gibson,FALSE
1996,The People vs. Larry Flynt,Woody Harrelson,FALSE
1996,Michael Collins,Liam Neeson,FALSE
1997,Ulee's Gold,Peter Fonda,TRUE
1997,Good Will Hunting,Matt Damon,FALSE
1997,The Boxer,Daniel Day-Lewis,FALSE
1997,Titanic,Leonardo DiCaprio,FALSE
1997,Amistad,Djimon Hounsou,FALSE
1998,The Truman Show,Jim Carrey,TRUE
1998,Wilde,Stephen Fry,FALSE
1998,Saving Private Ryan,Tom Hanks,FALSE
1998,Gods and Monsters,Ian McKellen,FALSE
1998,Affliction,Nick Nolte,FALSE
1999,The Hurricane,Denzel Washington,TRUE
1999,The Insider,Russell Crowe,FALSE
1999,The Talented Mr. Ripley,Matt Damon,FALSE
1999,The Straight Story,Richard Farnsworth,FALSE
1999,American Beauty,Kevin Spacey,FALSE
2000,Cast Away,Tom Hanks,TRUE
2000,Before Night Falls,Javier Bardem,FALSE
