Year,Film,Nominee,Winner,id
2013,Gravity,Sandra Bullock,FALSE,cc-fa.csv
2013,Philomena,Judi Dench,FALSE,cc-fa.csv
2013,Short Term 12,Brie Larson,FALSE,cc-fa.csv
2013,August: Osage County,Meryl Streep,FALSE,cc-fa.csv
2013,Saving Mr. Banks,Emma Thompson,FALSE,cc-fa.csv
2014,Still Alice,Julianne Moore,TRUE,cc-fa.csv
2014,Cake,Jennifer Aniston,FALSE,cc-fa.csv
2014,"Two Days, One Night",Marion Cotillard,FALSE,cc-fa.csv
2014,The Theory of Everything,Felicity Jones,FALSE,cc-fa.csv
2014,Gone Girl,Rosamund Pike,FALSE,cc-fa.csv
2014,Wild,Reese Witherspoon,FALSE,cc-fa.csv
2015,Room,Brie Larson,TRUE,cc-fa.csv
2015,Carol,Cate Blanchett,FALSE,cc-fa.csv
2015,Joy,Jennifer Lawrence,FALSE,cc-fa.csv
2015,45 Years,Charlotte Rampling,FALSE,cc-fa.csv
2015,Brooklyn,Saoirse Ronan,FALSE,cc-fa.csv
2015,Mad Max: Fury Road,Charlize Theron,FALSE,cc-fa.csv
2016,Jackie,Natalie Portman,TRUE,cc-fa.csv
2016,Arrival,Amy Adams,FALSE,cc-fa.csv
2016,20th Century Women,Annette Bening,FALSE,cc-fa.csv
2016,Elle,Isabelle Huppert,FALSE,cc-fa.csv
2016,Loving,Ruth Negga,FALSE,cc-fa.csv
2016,La La Land,Emma Stone,FALSE,cc-fa.csv
2017,"Three Billboards Outside Ebbing, Missouri",Frances McDormand,TRUE,cc-fa.csv
2017,Molly's Game,Jessica Chastain,FALSE,cc-fa.csv
2017,The Shape of Water,Sally Hawkins,FALSE,cc-fa.csv
2017,"I, Tonya",Margot Robbie,FALSE,cc-fa.csv
2017,Lady Bird,Saoirse Ronan,FALSE,cc-fa.csv
2017,The Post,Meryl Streep,FALSE,cc-fa.csv
2018,The Wife,Glenn Close (TIE),TRUE,cc-fa.csv
2018,A Star Is Born,Lady Gaga (TIE),TRUE,cc-fa.csv
2018,Roma,Yalitza Aparicio,FALSE,cc-fa.csv
2018,Mary Poppins Returns,Emily Blunt,FALSE,cc-fa.csv
2018,Hereditary,Toni Collette,FALSE,cc-fa.csv
2018,The Favourite,Olivia Colman,FALSE,cc-fa.csv
2018,Can You Ever Forgive Me?,Melissa McCarthy,FALSE,cc-fa.csv
2019,Judy,Renée Zellweger,TRUE,cc-fa.csv
2019,The Farewell,Awkwafina,FALSE,cc-fa.csv
2019,Harriet,Cynthia Erivo,FALSE,cc-fa.csv
2019,Marriage Story,Scarlett Johansson,FALSE,cc-fa.csv
2019,Us,Lupita Nyong'o,FALSE,cc-fa.csv
2019,Little Women,Saoirse Ronan,FALSE,cc-fa.csv
2019,Bombshell,Charlize Theron,FALSE,cc-fa.csv
2020,Promising Young Woman,Carey Mulligan,TRUE,cc-fa.csv
2020,Ma Rainey's Black Bottom,Viola Davis,FALSE,cc-fa.csv
2020,The United States vs. Billie Holiday,Andra Day,FALSE,cc-fa.csv
2020,Never Rarely Sometimes Always,Sidney Flanigan,FALSE,cc-fa.csv
2020,Pieces of a Woman,Vanessa Kirby,FALSE,cc-fa.csv
2020,Nomadland,Frances McDormand,FALSE,cc-fa.csv
2020,Malcolm & Marie,Zendaya,FALSE,cc-fa.csv
2021,The Eyes of Tammy Faye,Jessica Chastain,TRUE,cc-fa.csv
2021,The Lost Daughter,Olivia Colman,FALSE,cc-fa.csv
2021,House of Gucci,Lady Gaga,FALSE,cc-fa.csv
2021,Licorice Pizza,Alana Haim,FALSE,cc-fa.csv
2021,Being the Ricardos,Nicole Kidman,FALSE,cc-fa.csv
2021,Spencer,Kristen Stewart,FALSE,cc-fa.csv
2022,Tár,Cate Blanchett,TRUE,cc-fa.csv
2022,The Woman King,Viola Davis,FALSE,cc-fa.csv
2022,Till,Danielle Deadwyler,FALSE,cc-fa.csv
2022,Babylon,Margot Robbie,FALSE,cc-fa.csv
2022,The Fabelmans,Michelle Williams,FALSE,cc-fa.csv
2022,Everything Everywhere All at Once,Michelle Yeoh,FALSE,cc-fa.csv
2023,Poor Things,Emma Stone,TRUE,cc-fa.csv
2023,Killers of the Flower Moon,Lily Gladstone,FALSE,cc-fa.csv
2023,Anatomy of a Fall,Sandra Hüller,FALSE,cc-fa.csv
2023,Past Lives,Greta Lee,FALSE,cc-fa.csv
2023,Maestro,Carey Mulligan,FALSE,cc-fa.csv
2023,Barbie,Margot Robbie,FALSE,cc-fa.csv
2024,The Substance,Demi Moore,TRUE,cc-fa.csv
2024,Wicked,Cynthia Erivo,FALSE,cc-fa.csv
2024,Emilia Pérez,Karla Sofía Gascón,FALSE,cc-fa.csv
2024,Hard Truths,Marianne Jean-Baptiste,FALSE,cc-fa.csv
2024,Maria,Angelina Jolie,FALSE,cc-fa.csv
2024,Anora,Mikey Madison,FALSE,cc-fa.csv
1995,Murder in the First,Kevin Bacon,TRUE,cc-ma.csv
1996,Shine,Geoffrey Rush,TRUE,cc-ma.csv
1997,As Good as It Gets,Jack Nicholson,TRUE,cc-ma.csv
1998,Gods and Monsters,Ian McKellen,TRUE,cc-ma.csv
1999,The Insider,Russell Crowe,TRUE,cc-ma.csv
2000,Gladiator,Russell Crowe,TRUE,cc-ma.csv
2001,A Beautiful Mind,Russell Crowe,TRUE,cc-ma.csv
2001,I Am Sam,Sean Penn,FALSE,cc-ma.csv
2001,Ali,Will Smith,FALSE,cc-ma.csv
2002,Gangs of New York,Daniel Day-Lewis (TIE),TRUE,cc-ma.csv
2002,About Schmidt,Jack Nicholson (TIE),TRUE,cc-ma.csv
2002,One Hour Photo,Robin Williams,FALSE,cc-ma.csv
2003,Mystic River,Sean Penn,TRUE,cc-ma.csv
2003,Master and Commander: The Far Side of the World,Russell Crowe,FALSE,cc-ma.csv
2003,Pirates of the Caribbean: The Curse of the Black Pearl,Johnny Depp,FALSE,cc-ma.csv
2003,House of Sand and Fog,Ben Kingsley,FALSE,cc-ma.csv
2003,Lost in Translation,Bill Murray,FALSE,cc-ma.csv
2004,Ray,Jamie Foxx,TRUE,cc-ma.csv
2004,The Sea Inside,Javier Bardem,FALSE,cc-ma.csv
2004,Hotel Rwanda,Don Cheadle,FALSE,cc-ma.csv
2004,Finding Neverland,Johnny Depp,FALSE,cc-ma.csv
2004,The Aviator,Leonardo DiCaprio,FALSE,cc-ma.csv
2004,Sideways,Paul Giamatti,FALSE,cc-ma.csv
2005,Capote,Philip Seymour Hoffman,TRUE,cc-ma.csv
2005,Cinderella Man,Russell Crowe,FALSE,cc-ma.csv
2005,Hustle & Flow,Terrence Howard,FALSE,cc-ma.csv
2005,Brokeback Mountain,Heath Ledger,FALSE,cc-ma.csv
2005,Walk the Line,Joaquin Phoenix,FALSE,cc-ma.csv
2005,"Good Night, and Good Luck",David Strathairn,FALSE,cc-ma.csv
2006,The Last King of Scotland,Forest Whitaker,TRUE,cc-ma.csv
2006,Blood Diamond,Leonardo DiCaprio,FALSE,cc-ma.csv
2006,The Departed,Leonardo DiCaprio,FALSE,cc-ma.csv
2006,Half Nelson,Ryan Gosling,FALSE,cc-ma.csv
2006,Venus,Peter O'Toole,FALSE,cc-ma.csv
2006,The Pursuit of Happyness,Will Smith,FALSE,cc-ma.csv
2007,There Will Be Blood,Daniel Day-Lewis,TRUE,cc-ma.csv
2007,Michael Clayton,George Clooney,FALSE,cc-ma.csv
2007,Sweeney Todd: The Demon Barber of Fleet Street,Johnny Depp,FALSE,cc-ma.csv
2007,Lars and the Real Girl,Ryan Gosling,FALSE,cc-ma.csv
2007,Into the Wild,Emile Hirsch,FALSE,cc-ma.csv
2007,Eastern Promises,Viggo Mortensen,FALSE,cc-ma.csv
2008,Milk,Sean Penn,TRUE,cc-ma.csv
2008,Gran Torino,Clint Eastwood,FALSE,cc-ma.csv
2008,The Visitor,Richard Jenkins,FALSE,cc-ma.csv
2008,Frost/Nixon,Frank Langella,FALSE,cc-ma.csv
2008,The Curious Case of Benjamin Button,Brad Pitt,FALSE,cc-ma.csv
2008,The Wrestler,Mickey Rourke,FALSE,cc-ma.csv
2009,Crazy Heart,Jeff Bridges,TRUE,cc-ma.csv
2009,Up in the Air,George Clooney,FALSE,cc-ma.csv
2009,A Single Man,Colin Firth,FALSE,cc-ma.csv
2009,Invictus,Morgan Freeman,FALSE,cc-ma.csv
2009,The Road,Viggo Mortensen,FALSE,cc-ma.csv
2009,The Hurt Locker,Jeremy Renner,FALSE,cc-ma.csv
2010,The King's Speech,Colin Firth,TRUE,cc-ma.csv
2010,True Grit,Jeff Bridges,FALSE,cc-ma.csv
2010,Get Low,Robert Duvall,FALSE,cc-ma.csv
2010,The Social Network,Jesse Eisenberg,FALSE,cc-ma.csv
2010,127 Hours,James Franco,FALSE,cc-ma.csv
2010,Blue Valentine,Ryan Gosling,FALSE,cc-ma.csv
2011,The Descendants,George Clooney,TRUE,cc-ma.csv
2011,J. Edgar,Leonardo DiCaprio,FALSE,cc-ma.csv
2011,The Artist,Jean Dujardin,FALSE,cc-ma.csv
2011,Shame,Michael Fassbender,FALSE,cc-ma.csv
2011,Drive,Ryan Gosling,FALSE,cc-ma.csv
2011,Moneyball,Brad Pitt,FALSE,cc-ma.csv
2012,Lincoln,Daniel Day-Lewis,TRUE,cc-ma.csv
2012,Silver Linings Playbook,Bradley Cooper,FALSE,cc-ma.csv
2012,The Sessions,John Hawkes,FALSE,cc-ma.csv
2012,Les Misérables,Hugh Jackman,FALSE,cc-ma.csv
2012,The Master,Joaquin Phoenix,FALSE,cc-ma.csv
2012,Flight,Denzel Washington,FALSE,cc-ma.csv
2013,Dallas Buyers Club,Matthew McConaughey,TRUE,cc-ma.csv
2013,American Hustle,Christian Bale,FALSE,cc-ma.csv
2013,Nebraska,Bruce Dern,FALSE,cc-ma.csv
2013,12 Years a Slave,Chiwetel Ejiofor,FALSE,cc-ma.csv
2013,Captain Phillips,Tom Hanks,FALSE,cc-ma.csv
2013,All Is Lost,Robert Redford,FALSE,cc-ma.csv
2014,Birdman,Michael Keaton,TRUE,cc-ma.csv
2014,The Imitation Game,Benedict Cumberbatch,FALSE,cc-ma.csv
2014,The Grand Budapest Hotel,Ralph Fiennes,FALSE,cc-ma.csv
2014,Nightcrawler,Jake Gyllenhaal,FALSE,cc-ma.csv
2014,Selma,David Oyelowo,FALSE,cc-ma.csv
2014,The Theory of Everything,Eddie Redmayne,FALSE,cc-ma.csv
2015,The Revenant,Leonardo DiCaprio,TRUE,cc-ma.csv
2015,Trumbo,Bryan Cranston,FALSE,cc-ma.csv
2015,The Martian,Matt Damon,FALSE,cc-ma.csv
2015,Black Mass,Johnny Depp,FALSE,cc-ma.csv
2015,Steve Jobs,Michael Fassbender,FALSE,cc-ma.csv
2015,The Danish Girl,Eddie Redmayne,FALSE,cc-ma.csv
2016,Manchester by the Sea,Casey Affleck,TRUE,cc-ma.csv
2016,Loving,Joel Edgerton,FALSE,cc-ma.csv
2016,Hacksaw Ridge,Andrew Garfield,FALSE,cc-ma.csv
2016,La La Land,Ryan Gosling,FALSE,cc-ma.csv
2016,Sully,Tom Hanks,FALSE,cc-ma.csv
2016,Fences,Denzel Washington,FALSE,cc-ma.csv
2017,Darkest Hour,Gary Oldman,TRUE,cc-ma.csv
2017,Call Me by Your Name,Timothée Chalamet,FALSE,cc-ma.csv
2017,Phantom Thread,Daniel Day-Lewis,FALSE,cc-ma.csv
2017,The Disaster Artist,James Franco,FALSE,cc-ma.csv
2017,Stronger,Jake Gyllenhaal,FALSE,cc-ma.csv
2017,The Post,Tom Hanks,FALSE,cc-ma.csv
2017,Get Out,Daniel Kaluuya,FALSE,cc-ma.csv
2018,Vice,Christian Bale,TRUE,cc-ma.csv
2018,A Star Is Born,Bradley Cooper,FALSE,cc-ma.csv
2018,At Eternity's Gate,Willem Dafoe,FALSE,cc-ma.csv
2018,First Man,Ryan Gosling,FALSE,cc-ma.csv
2018,First Reformed,Ethan Hawke,FALSE,cc-ma.csv
2018,Bohemian Rhapsody,Rami Malek,FALSE,cc-ma.csv
2018,Green Book,Viggo Mortensen,FALSE,cc-ma.csv
2019,Joker,Joaquin Phoenix,TRUE,cc-ma.csv
2019,Pain and Glory,Antonio Banderas,FALSE,cc-ma.csv
2019,The Irishman,Robert De Niro,FALSE,cc-ma.csv
2019,Once Upon a Time in Hollywood,Leonardo DiCaprio,FALSE,cc-ma.csv
2019,Marriage Story,Adam Driver,FALSE,cc-ma.csv
2019,Dolemite Is My Name,Eddie Murphy,FALSE,cc-ma.csv
2019,Uncut Gems,Adam Sandler,FALSE,cc-ma.csv
2020,Ma Rainey's Black Bottom,Chadwick Boseman (posthumous),TRUE,cc-ma.csv
2020,The Way Back,Ben Affleck,FALSE,cc-ma.csv
2020,Sound of Metal,Riz Ahmed,FALSE,cc-ma.csv
2020,News of the World,Tom Hanks,FALSE,cc-ma.csv
2020,The Father,Anthony Hopkins,FALSE,cc-ma.csv
2020,Da 5 Bloods,Delroy Lindo,FALSE,cc-ma.csv
2020,Mank,Gary Oldman,FALSE,cc-ma.csv
2020,Minari,Steven Yeun,FALSE,cc-ma.csv
2021,King Richard,Will Smith,TRUE,cc-ma.csv
2021,Pig,Nicolas Cage,FALSE,cc-ma.csv
2021,The Power of the Dog,Benedict Cumberbatch,FALSE,cc-ma.csv
2021,Cyrano,Peter Dinklage,FALSE,cc-ma.csv
2021,"tick, tick... BOOM!",Andrew Garfield,FALSE,cc-ma.csv
2021,The Tragedy of Macbeth,Denzel Washington,FALSE,cc-ma.csv
2022,The Whale,Brendan Fraser,TRUE,cc-ma.csv
2022,Elvis,Austin Butler,FALSE,cc-ma.csv
2022,Top Gun: Maverick,Tom Cruise,FALSE,cc-ma.csv
2022,The Banshees of Inisherin,Colin Farrell,FALSE,cc-ma.csv
2022,Aftersun,Paul Mescal,FALSE,cc-ma.csv
2022,Living,Bill Nighy,FALSE,cc-ma.csv
2023,The Holdovers,Paul Giamatti,TRUE,cc-ma.csv
2023,Maestro,Bradley Cooper,FALSE,cc-ma.csv
2023,Killers of the Flower Moon,Leonardo DiCaprio,FALSE,cc-ma.csv
2023,Rustin,Colman Domingo,FALSE,cc-ma.csv
2023,Oppenheimer,Cillian Murphy,FALSE,cc-ma.csv
2023,American Fiction,Jeffrey Wright,FALSE,cc-ma.csv
2024,The Brutalist,Adrien Brody,TRUE,cc-ma.csv
2024,A Complete Unknown,Timothée Chalamet,FALSE,cc-ma.csv
2024,Queer,Daniel Craig,FALSE,cc-ma.csv
2024,Sing Sing,Colman Domingo,FALSE,cc-ma.csv
2024,Conclave,Ralph Fiennes,FALSE,cc-ma.csv
2024,Heretic,Hugh Grant,FALSE,cc-ma.csv
1995,Mighty Aphrodite,Mira Sorvino,TRUE,cc-sfa.csv
1996,The Crucible,Joan Allen,TRUE,cc-sfa.csv
1997,In & Out,Joan Cusack,TRUE,cc-sfa.csv
1998,Pleasantville,Joan Allen (TIE),TRUE,cc-sfa.csv
1998,Primary Colors,Kathy Bates (TIE),TRUE,cc-sfa.csv
1999,"Girl, Interrupted",Angelina Jolie,TRUE,cc-sfa.csv
2000,Almost Famous / Wonder Boys,Frances McDormand,TRUE,cc-sfa.csv
2001,A Beautiful Mind,Jennifer Connelly,TRUE,cc-sfa.csv
2001,Vanilla Sky,Cameron Diaz,FALSE,cc-sfa.csv
2001,In the Bedroom,Marisa Tomei,FALSE,cc-sfa.csv
2002,Chicago,Catherine Zeta-Jones,TRUE,cc-sfa.csv
2002,About Schmidt,Kathy Bates,FALSE,cc-sfa.csv
2002,Adaptation.,Meryl Streep,FALSE,cc-sfa.csv
2003,Cold Mountain,Renée Zellweger,TRUE,cc-sfa.csv
2003,Pieces of April,Patricia Clarkson,FALSE,cc-sfa.csv
2003,Mystic River,Marcia Gay Harden,FALSE,cc-sfa.csv
2003,Thirteen,Holly Hunter,FALSE,cc-sfa.csv
2003,Lost in Translation,Scarlett Johansson,FALSE,cc-sfa.csv
2004,Sideways,Virginia Madsen,TRUE,cc-sfa.csv
2004,The Aviator,Cate Blanchett,FALSE,cc-sfa.csv
2004,Kinsey,Laura Linney,FALSE,cc-sfa.csv
2004,Closer,Natalie Portman,FALSE,cc-sfa.csv
2004,Finding Neverland,Kate Winslet,FALSE,cc-sfa.csv
2005,Junebug,Amy Adams (TIE),TRUE,cc-sfa.csv
2005,Brokeback Mountain,Michelle Williams (TIE),TRUE,cc-sfa.csv
2005,A History of Violence,Maria Bello,FALSE,cc-sfa.csv
2005,Capote,Catherine Keener,FALSE,cc-sfa.csv
2005,North Country,Frances McDormand,FALSE,cc-sfa.csv
2005,The Constant Gardener,Rachel Weisz,FALSE,cc-sfa.csv
2006,Dreamgirls,Jennifer Hudson,TRUE,cc-sfa.csv
2006,Babel,Adriana Barraza,FALSE,cc-sfa.csv
2006,Babel,Rinko Kikuchi,FALSE,cc-sfa.csv
2006,Notes on a Scandal,Cate Blanchett,FALSE,cc-sfa.csv
2006,For Your Consideration,Catherine O'Hara,FALSE,cc-sfa.csv
2006,Stranger than Fiction,Emma Thompson,FALSE,cc-sfa.csv
2007,Gone Baby Gone,Amy Ryan,TRUE,cc-sfa.csv
2007,I'm Not There,Cate Blanchett,FALSE,cc-sfa.csv
2007,Into the Wild,Catherine Keener,FALSE,cc-sfa.csv
2007,Atonement,Vanessa Redgrave,FALSE,cc-sfa.csv
2007,Michael Clayton,Tilda Swinton,FALSE,cc-sfa.csv
2008,The Reader,Kate Winslet,TRUE,cc-sfa.csv
2008,Vicky Cristina Barcelona,Penélope Cruz,FALSE,cc-sfa.csv
2008,Doubt,Viola Davis,FALSE,cc-sfa.csv
2008,Nothing but the Truth,Vera Farmiga,FALSE,cc-sfa.csv
2008,The Curious Case of Benjamin Button,Taraji P. Henson,FALSE,cc-sfa.csv
2008,The Wrestler,Marisa Tomei,FALSE,cc-sfa.csv
2009,Precious,Mo'Nique,TRUE,cc-sfa.csv
2009,Up in the Air,Vera Farmiga,FALSE,cc-sfa.csv
2009,Up in the Air,Anna Kendrick,FALSE,cc-sfa.csv
2009,Nine,Marion Cotillard,FALSE,cc-sfa.csv
2009,A Single Man,Julianne Moore,FALSE,cc-sfa.csv
2009,The Messenger,Samantha Morton,FALSE,cc-sfa.csv
2010,The Fighter,Melissa Leo,TRUE,cc-sfa.csv
2010,The King's Speech,Helena Bonham Carter,FALSE,cc-sfa.csv
2010,Black Swan,Mila Kunis,FALSE,cc-sfa.csv
2010,The Fighter,Amy Adams,FALSE,cc-sfa.csv
2010,True Grit,Hailee Steinfeld,FALSE,cc-sfa.csv
2010,Animal Kingdom,Jacki Weaver,FALSE,cc-sfa.csv
2011,The Help,Octavia Spencer,TRUE,cc-sfa.csv
2011,The Help,Jessica Chastain,FALSE,cc-sfa.csv
2011,The Artist,Bérénice Bejo,FALSE,cc-sfa.csv
2011,Shame,Carey Mulligan,FALSE,cc-sfa.csv
2011,Bridesmaids,Melissa McCarthy,FALSE,cc-sfa.csv
2011,The Descendants,Shailene Woodley,FALSE,cc-sfa.csv
2012,Les Misérables,Anne Hathaway,TRUE,cc-sfa.csv
2012,The Master,Amy Adams,FALSE,cc-sfa.csv
2012,Skyfall,Judi Dench,FALSE,cc-sfa.csv
2012,Compliance,Ann Dowd,FALSE,cc-sfa.csv
2012,Lincoln,Sally Field,FALSE,cc-sfa.csv
2012,The Sessions,Helen Hunt,FALSE,cc-sfa.csv
2013,12 Years a Slave,Lupita Nyong'o,TRUE,cc-sfa.csv
2013,Her,Scarlett Johansson,FALSE,cc-sfa.csv
2013,American Hustle,Jennifer Lawrence,FALSE,cc-sfa.csv
2013,August: Osage County,Julia Roberts,FALSE,cc-sfa.csv
2013,Nebraska,June Squibb,FALSE,cc-sfa.csv
2013,The Butler,Oprah Winfrey,FALSE,cc-sfa.csv
2014,Boyhood,Patricia Arquette,TRUE,cc-sfa.csv
2014,A Most Violent Year,Jessica Chastain,FALSE,cc-sfa.csv
2014,The Imitation Game,Keira Knightley,FALSE,cc-sfa.csv
2014,Birdman,Emma Stone,FALSE,cc-sfa.csv
2014,Into the Woods,Meryl Streep,FALSE,cc-sfa.csv
2014,Snowpiercer,Tilda Swinton,FALSE,cc-sfa.csv
2015,The Danish Girl,Alicia Vikander,TRUE,cc-sfa.csv
2015,The Hateful Eight,Jennifer Jason Leigh,FALSE,cc-sfa.csv
2015,Carol,Rooney Mara,FALSE,cc-sfa.csv
2015,Spotlight,Rachel McAdams,FALSE,cc-sfa.csv
2015,Trumbo,Helen Mirren,FALSE,cc-sfa.csv
2015,Steve Jobs,Kate Winslet,FALSE,cc-sfa.csv
2016,Fences,Viola Davis,TRUE,cc-sfa.csv
2016,20th Century Women,Greta Gerwig,FALSE,cc-sfa.csv
2016,Moonlight,Naomie Harris,FALSE,cc-sfa.csv
2016,Lion,Nicole Kidman,FALSE,cc-sfa.csv
2016,Hidden Figures,Janelle Monáe,FALSE,cc-sfa.csv
2016,Manchester by the Sea,Michelle Williams,FALSE,cc-sfa.csv
2017,"I, Tonya",Allison Janney,TRUE,cc-sfa.csv
2017,Mudbound,Mary J. Blige,FALSE,cc-sfa.csv
2017,Downsizing,Hong Chau,FALSE,cc-sfa.csv
2017,Girls Trip,Tiffany Haddish,FALSE,cc-sfa.csv
2017,The Big Sick,Holly Hunter,FALSE,cc-sfa.csv
2017,Lady Bird,Laurie Metcalf,FALSE,cc-sfa.csv
2017,The Shape of Water,Octavia Spencer,FALSE,cc-sfa.csv
2018,If Beale Street Could Talk,Regina King,TRUE,cc-sfa.csv
2018,The Favourite,Emma Stone,FALSE,cc-sfa.csv
2018,The Favourite,Rachel Weisz,FALSE,cc-sfa.csv
2018,Vice,Amy Adams,FALSE,cc-sfa.csv
2018,First Man,Claire Foy,FALSE,cc-sfa.csv
2018,Boy Erased,Nicole Kidman,FALSE,cc-sfa.csv
2019,Marriage Story,Laura Dern,TRUE,cc-sfa.csv
2019,Jojo Rabbit,Scarlett Johansson,FALSE,cc-sfa.csv
2019,Hustlers,Jennifer Lopez,FALSE,cc-sfa.csv
2019,Little Women,Florence Pugh,FALSE,cc-sfa.csv
2019,Bombshell,Margot Robbie,FALSE,cc-sfa.csv
2019,The Farewell,Zhao Shu-zhen,FALSE,cc-sfa.csv
2020,Borat Subsequent Moviefilm,Maria Bakalova,TRUE,cc-sfa.csv
2020,Pieces of a Woman,Ellen Burstyn,FALSE,cc-sfa.csv
2020,Hillbilly Elegy,Glenn Close,FALSE,cc-sfa.csv
2020,Mank,Amanda Seyfried,FALSE,cc-sfa.csv
2020,The Father,Olivia Colman,FALSE,cc-sfa.csv
2020,Minari,Youn Yuh-jung,FALSE,cc-sfa.csv
2021,West Side Story,Ariana DeBose,TRUE,cc-sfa.csv
2021,Belfast,Caitríona Balfe,FALSE,cc-sfa.csv
2021,The Power of the Dog,Kirsten Dunst,FALSE,cc-sfa.csv
2021,Mass,Ann Dowd,FALSE,cc-sfa.csv
2021,King Richard,Aunjanue Ellis-Taylor,FALSE,cc-sfa.csv
2021,West Side Story,Rita Moreno,FALSE,cc-sfa.csv
2022,Black Panther: Wakanda Forever,Angela Bassett,TRUE,cc-sfa.csv
2022,Women Talking,Jessie Buckley,FALSE,cc-sfa.csv
2022,The Banshees of Inisherin,Kerry Condon,FALSE,cc-sfa.csv
2022,Everything Everywhere All at Once,Jamie Lee Curtis,FALSE,cc-sfa.csv
2022,Everything Everywhere All at Once,Stephanie Hsu,FALSE,cc-sfa.csv
2022,Glass Onion: A Knives Out Mystery,Janelle Monáe,FALSE,cc-sfa.csv
2023,The Holdovers,Da'Vine Joy Randolph,TRUE,cc-sfa.csv
2023,Oppenheimer,Emily Blunt,FALSE,cc-sfa.csv
2023,The Color Purple,Danielle Brooks,FALSE,cc-sfa.csv
2023,Barbie,America Ferrera,FALSE,cc-sfa.csv
2023,Nyad,Jodie Foster,FALSE,cc-sfa.csv
2023,May December,Julianne Moore,FALSE,cc-sfa.csv
2024,Emilia Pérez,Zoë Saldaña,TRUE,cc-sfa.csv
2024,The Piano Lesson,Danielle Deadwyler,FALSE,cc-sfa.csv
2024,Nickel Boys,Aunjanue Ellis-Taylor,FALSE,cc-sfa.csv
2024,Wicked,Ariana Grande,FALSE,cc-sfa.csv
2024,The Substance,Margaret Qualley,FALSE,cc-sfa.csv
2024,Conclave,Isabella Rossellini,FALSE,cc-sfa.csv
1995,Apollo 13,Ed Harris (TIE),TRUE,cc-sma.csv
1995,The Usual Suspects,Kevin Spacey (TIE),TRUE,cc-sma.csv
1996,Jerry Maguire,Cuba Gooding Jr.,TRUE,cc-sma.csv
1997,Amistad,Anthony Hopkins,TRUE,cc-sma.csv
1998,A Simple Plan,Billy Bob Thornton,TRUE,cc-sma.csv
1999,The Green Mile,Michael Clarke Duncan,TRUE,cc-sma.csv
2000,Gladiator / Quills / The Yards,Joaquin Phoenix,TRUE,cc-sma.csv
2001,Sexy Beast,Ben Kingsley,TRUE,cc-sma.csv
2001,Iris,Jim Broadbent,FALSE,cc-sma.csv
2001,Ali,Jon Voight,FALSE,cc-sma.csv
2002,Adaptation.,Chris Cooper,TRUE,cc-sma.csv
2002,Frida,Alfred Molina,FALSE,cc-sma.csv
2002,Road to Perdition,Paul Newman,FALSE,cc-sma.csv
2003,Mystic River,Tim Robbins,TRUE,cc-sma.csv
2003,The Cooler,Alec Baldwin,FALSE,cc-sma.csv
2003,Master and Commander: The Far Side of the World,Paul Bettany,FALSE,cc-sma.csv
2003,21 Grams,Benicio del Toro,FALSE,cc-sma.csv
2003,The Last Samurai,Ken Watanabe,FALSE,cc-sma.csv
2004,Sideways,Thomas Haden Church,TRUE,cc-sma.csv
2004,Collateral,Jamie Foxx,FALSE,cc-sma.csv
2004,Million Dollar Baby,Morgan Freeman,FALSE,cc-sma.csv
2004,Closer,Clive Owen,FALSE,cc-sma.csv
2004,Kinsey,Peter Sarsgaard,FALSE,cc-sma.csv
2005,Cinderella Man,Paul Giamatti,TRUE,cc-sma.csv
2005,Crash,Matt Dillon,FALSE,cc-sma.csv
2005,Crash,Terrence Howard,FALSE,cc-sma.csv
2005,Syriana,George Clooney,FALSE,cc-sma.csv
2005,The Upside of Anger,Kevin Costner,FALSE,cc-sma.csv
2005,Brokeback Mountain,Jake Gyllenhaal,FALSE,cc-sma.csv
2006,Dreamgirls,Eddie Murphy,TRUE,cc-sma.csv
2006,Hollywoodland,Ben Affleck,FALSE,cc-sma.csv
2006,Little Miss Sunshine,Alan Arkin,FALSE,cc-sma.csv
2006,Flags of Our Fathers,Adam Beach,FALSE,cc-sma.csv
2006,Blood Diamond,Djimon Hounsou,FALSE,cc-sma.csv
2006,The Departed,Jack Nicholson,FALSE,cc-sma.csv
2007,No Country for Old Men,Javier Bardem,TRUE,cc-sma.csv
2007,The Assassination of Jesse James by the Coward Robert Ford,Casey Affleck,FALSE,cc-sma.csv
2007,Charlie Wilson's War,Philip Seymour Hoffman,FALSE,cc-sma.csv
2007,Into the Wild,Hal Holbrook,FALSE,cc-sma.csv
2007,Michael Clayton,Tom Wilkinson,FALSE,cc-sma.csv
2008,The Dark Knight,Heath Ledger (posthumously),TRUE,cc-sma.csv
2008,Milk,Josh Brolin,FALSE,cc-sma.csv
2008,Milk,James Franco,FALSE,cc-sma.csv
2008,Tropic Thunder,Robert Downey Jr.,FALSE,cc-sma.csv
2008,Doubt,Philip Seymour Hoffman,FALSE,cc-sma.csv
2009,Inglourious Basterds,Christoph Waltz,TRUE,cc-sma.csv
2009,Invictus,Matt Damon,FALSE,cc-sma.csv
2009,The Messenger,Woody Harrelson,FALSE,cc-sma.csv
2009,Me and Orson Welles,Christian McKay,FALSE,cc-sma.csv
2009,An Education,Alfred Molina,FALSE,cc-sma.csv
2009,The Lovely Bones,Stanley Tucci,FALSE,cc-sma.csv
