Year,Film,Nominee,Winner,id
1990,Pretty Woman,Julia Roberts,TRUE,gg-fa-c.csv
1990,Alice,Mia Farrow,FALSE,gg-fa-c.csv
1990,Green Card,Andie MacDowell,FALSE,gg-fa-c.csv
1990,Ghost,Demi Moore,FALSE,gg-fa-c.csv
1990,Postcards from the Edge,Meryl Streep,FALSE,gg-fa-c.csv
1991,For the Boys,Bette Midler,TRUE,gg-fa-c.csv
1991,Switch,Ellen Barkin,FALSE,gg-fa-c.csv
1991,Fried Green Tomatoes,Kathy Bates,FALSE,gg-fa-c.csv
1991,The Addams Family,Anjelica Huston,FALSE,gg-fa-c.csv
1991,Frankie and Johnny,Michelle Pfeiffer,FALSE,gg-fa-c.csv
1992,Enchanted April,Miranda Richardson,TRUE,gg-fa-c.csv
1992,A League of Their Own,Geena Davis,FALSE,gg-fa-c.csv
1992,Sister Act,Whoopi Goldberg,FALSE,gg-fa-c.csv
1992,Used People,Shirley MacLaine,FALSE,gg-fa-c.csv
1992,Death Becomes Her,Meryl Streep,FALSE,gg-fa-c.csv
1993,What's Love Got to Do with It,Angela Bassett,TRUE,gg-fa-c.csv
1993,Six Degrees of Separation,Stockard Channing,FALSE,gg-fa-c.csv
1993,Addams Family Values,Anjelica Huston,FALSE,gg-fa-c.csv
1993,Manhattan Murder Mystery,Diane Keaton,FALSE,gg-fa-c.csv
1993,Sleepless in Seattle,Meg Ryan,FALSE,gg-fa-c.csv
1994,True Lies,Jamie Lee Curtis,TRUE,gg-fa-c.csv
1994,Speechless,Geena Davis,FALSE,gg-fa-c.csv
1994,Four Weddings and a Funeral,Andie MacDowell,FALSE,gg-fa-c.csv
1994,Guarding Tess,Shirley MacLaine,FALSE,gg-fa-c.csv
1994,Junior,Emma Thompson,FALSE,gg-fa-c.csv
1995,To Die For,Nicole Kidman,TRUE,gg-fa-c.csv
1995,The American President,Annette Bening,FALSE,gg-fa-c.csv
1995,While You Were Sleeping,Sandra Bullock,FALSE,gg-fa-c.csv
1995,Muriel's Wedding,Toni Collette,FALSE,gg-fa-c.csv
1995,A Month by the Lake,Vanessa Redgrave,FALSE,gg-fa-c.csv
1996,Evita,Madonna,TRUE,gg-fa-c.csv
1996,101 Dalmatians,Glenn Close,FALSE,gg-fa-c.csv
1996,Fargo,Frances McDormand,FALSE,gg-fa-c.csv
1996,Mother,Debbie Reynolds,FALSE,gg-fa-c.csv
1996,The Mirror Has Two Faces,Barbra Streisand,FALSE,gg-fa-c.csv
1997,As Good as It Gets,Helen Hunt,TRUE,gg-fa-c.csv
1997,Chasing Amy,Joey Lauren Adams,FALSE,gg-fa-c.csv
1997,Jackie Brown,Pam Grier,FALSE,gg-fa-c.csv
1997,Selena,Jennifer Lopez,FALSE,gg-fa-c.csv
1997,My Best Friend's Wedding,Julia Roberts,FALSE,gg-fa-c.csv
1998,Shakespeare in Love,Gwyneth Paltrow,TRUE,gg-fa-c.csv
1998,There's Something About Mary,Cameron Diaz,FALSE,gg-fa-c.csv
1998,Little Voice,Jane Horrocks,FALSE,gg-fa-c.csv
1998,The Opposite of Sex,Christina Ricci,FALSE,gg-fa-c.csv
1998,You've Got Mail,Meg Ryan,FALSE,gg-fa-c.csv
1999,Tumbleweeds,Janet McTeer,TRUE,gg-fa-c.csv
1999,An Ideal Husband,Julianne Moore,FALSE,gg-fa-c.csv
1999,Notting Hill,Julia Roberts,FALSE,gg-fa-c.csv
1999,The Muse,Sharon Stone,FALSE,gg-fa-c.csv
1999,Election,Reese Witherspoon,FALSE,gg-fa-c.csv
2000,Nurse Betty,Renée Zellweger,TRUE,gg-fa-c.csv
2000,Chocolat,Juliette Binoche,FALSE,gg-fa-c.csv
2000,Saving Grace,Brenda Blethyn,FALSE,gg-fa-c.csv
2000,Miss Congeniality,Sandra Bullock,FALSE,gg-fa-c.csv
2000,Small Time Crooks,Tracey Ullman,FALSE,gg-fa-c.csv
2001,Moulin Rouge!,Nicole Kidman,TRUE,gg-fa-c.csv
2001,Ghost World,Thora Birch,FALSE,gg-fa-c.csv
2001,Bandits,Cate Blanchett,FALSE,gg-fa-c.csv
2001,Legally Blonde,Reese Witherspoon,FALSE,gg-fa-c.csv
2001,Bridget Jones's Diary,Renée Zellweger,FALSE,gg-fa-c.csv
2002,Chicago,Renée Zellweger,TRUE,gg-fa-c.csv
2002,Secretary,Maggie Gyllenhaal,FALSE,gg-fa-c.csv
2002,The Banger Sisters,Goldie Hawn,FALSE,gg-fa-c.csv
2002,My Big Fat Greek Wedding,Nia Vardalos,FALSE,gg-fa-c.csv
2002,Chicago,Catherine Zeta-Jones,FALSE,gg-fa-c.csv
2003,Something's Gotta Give,Diane Keaton,TRUE,gg-fa-c.csv
2003,Freaky Friday,Jamie Lee Curtis,FALSE,gg-fa-c.csv
2003,Lost in Translation,Scarlett Johansson,FALSE,gg-fa-c.csv
2003,Under the Tuscan Sun,Diane Lane,FALSE,gg-fa-c.csv
2003,Calendar Girls,Helen Mirren,FALSE,gg-fa-c.csv
2004,Being Julia,Annette Bening,TRUE,gg-fa-c.csv
2004,De-Lovely,Ashley Judd,FALSE,gg-fa-c.csv
2004,The Phantom of the Opera,Emmy Rossum,FALSE,gg-fa-c.csv
2004,Eternal Sunshine of the Spotless Mind,Kate Winslet,FALSE,gg-fa-c.csv
2004,Bridget Jones: The Edge of Reason,Renée Zellweger,FALSE,gg-fa-c.csv
2005,Walk the Line,Reese Witherspoon,TRUE,gg-fa-c.csv
2005,Mrs Henderson Presents,Judi Dench,FALSE,gg-fa-c.csv
2005,Pride & Prejudice,Keira Knightley,FALSE,gg-fa-c.csv
2005,The Squid and the Whale,Laura Linney,FALSE,gg-fa-c.csv
2005,The Family Stone,Sarah Jessica Parker,FALSE,gg-fa-c.csv
2006,The Devil Wears Prada,Meryl Streep,TRUE,gg-fa-c.csv
2006,Running with Scissors,Annette Bening,FALSE,gg-fa-c.csv
2006,Little Miss Sunshine,Toni Collette,FALSE,gg-fa-c.csv
2006,Dreamgirls,Beyoncé Knowles,FALSE,gg-fa-c.csv
2006,Miss Potter,Renée Zellweger,FALSE,gg-fa-c.csv
2007,La Vie en Rose,Marion Cotillard,TRUE,gg-fa-c.csv
2007,Enchanted,Amy Adams,FALSE,gg-fa-c.csv
2007,Hairspray,Nikki Blonsky,FALSE,gg-fa-c.csv
2007,Sweeney Todd: The Demon Barber of Fleet Street,Helena Bonham Carter,FALSE,gg-fa-c.csv
2007,Juno,Elliot Page,FALSE,gg-fa-c.csv
2008,Happy-Go-Lucky,Sally Hawkins,TRUE,gg-fa-c.csv
2008,Vicky Cristina Barcelona,Rebecca Hall,FALSE,gg-fa-c.csv
2008,Burn After Reading,Frances McDormand,FALSE,gg-fa-c.csv
2008,Mamma Mia!,Meryl Streep,FALSE,gg-fa-c.csv
2008,Last Chance Harvey,Emma Thompson,FALSE,gg-fa-c.csv
2009,Julie & Julia,Meryl Streep,TRUE,gg-fa-c.csv
2009,It's Complicated,Meryl Streep,FALSE,gg-fa-c.csv
2009,The Proposal,Sandra Bullock,FALSE,gg-fa-c.csv
2009,Nine,Marion Cotillard,FALSE,gg-fa-c.csv
2009,Duplicity,Julia Roberts,FALSE,gg-fa-c.csv
2010,The Kids Are All Right,Annette Bening,TRUE,gg-fa-c.csv
2010,Love & Other Drugs,Anne Hathaway,FALSE,gg-fa-c.csv
2010,The Tourist,Angelina Jolie,FALSE,gg-fa-c.csv
2010,The Kids Are All Right,Julianne Moore,FALSE,gg-fa-c.csv
2010,Easy A,Emma Stone,FALSE,gg-fa-c.csv
2011,My Week with Marilyn,Michelle Williams,TRUE,gg-fa-c.csv
2011,Carnage,Jodie Foster,FALSE,gg-fa-c.csv
2011,Young Adult,Charlize Theron,FALSE,gg-fa-c.csv
2011,Bridesmaids,Kristen Wiig,FALSE,gg-fa-c.csv
2011,Carnage,Kate Winslet,FALSE,gg-fa-c.csv
2012,Silver Linings Playbook,Jennifer Lawrence,TRUE,gg-fa-c.csv
2012,Salmon Fishing in the Yemen,Emily Blunt,FALSE,gg-fa-c.csv
2012,The Best Exotic Marigold Hotel,Judi Dench,FALSE,gg-fa-c.csv
2012,Quartet,Maggie Smith,FALSE,gg-fa-c.csv
2012,Hope Springs,Meryl Streep,FALSE,gg-fa-c.csv
2013,American Hustle,Amy Adams,TRUE,gg-fa-c.csv
2013,Before Midnight,Julie Delpy,FALSE,gg-fa-c.csv
2013,Frances Ha,Greta Gerwig,FALSE,gg-fa-c.csv
2013,Enough Said,Julia Louis-Dreyfus,FALSE,gg-fa-c.csv
2013,August: Osage County,Meryl Streep,FALSE,gg-fa-c.csv
2014,Big Eyes,Amy Adams,TRUE,gg-fa-c.csv
2014,Into the Woods,Emily Blunt,FALSE,gg-fa-c.csv
2014,The Hundred-Foot Journey,Helen Mirren,FALSE,gg-fa-c.csv
2014,Maps to the Stars,Julianne Moore,FALSE,gg-fa-c.csv
2014,Annie,Quvenzhané Wallis,FALSE,gg-fa-c.csv
2015,Joy,Jennifer Lawrence,TRUE,gg-fa-c.csv
2015,Spy,Melissa McCarthy,FALSE,gg-fa-c.csv
2015,Trainwreck,Amy Schumer,FALSE,gg-fa-c.csv
2015,The Lady in the Van,Maggie Smith,FALSE,gg-fa-c.csv
2015,Grandma,Lily Tomlin,FALSE,gg-fa-c.csv
2016,La La Land,Emma Stone,TRUE,gg-fa-c.csv
2016,20th Century Women,Annette Bening,FALSE,gg-fa-c.csv
2016,Rules Don't Apply,Lily Collins,FALSE,gg-fa-c.csv
2016,The Edge of Seventeen,Hailee Steinfeld,FALSE,gg-fa-c.csv
2016,Florence Foster Jenkins,Meryl Streep,FALSE,gg-fa-c.csv
2017,Lady Bird,Saoirse Ronan,TRUE,gg-fa-c.csv
2017,Victoria & Abdul,Judi Dench,FALSE,gg-fa-c.csv
2017,The Leisure Seeker,Helen Mirren,FALSE,gg-fa-c.csv
2017,"I, Tonya",Margot Robbie,FALSE,gg-fa-c.csv
2017,Battle of the Sexes,Emma Stone,FALSE,gg-fa-c.csv
2018,The Favourite,Olivia Colman,TRUE,gg-fa-c.csv
2018,Mary Poppins Returns,Emily Blunt,FALSE,gg-fa-c.csv
2018,Eighth Grade,Elsie Fisher,FALSE,gg-fa-c.csv
2018,Tully,Charlize Theron,FALSE,gg-fa-c.csv
2018,Crazy Rich Asians,Constance Wu,FALSE,gg-fa-c.csv
2019,The Farewell,Awkwafina,TRUE,gg-fa-c.csv
2019,Knives Out,Ana de Armas,FALSE,gg-fa-c.csv
2019,"Where'd You Go, Bernadette",Cate Blanchett,FALSE,gg-fa-c.csv
2019,Booksmart,Beanie Feldstein,FALSE,gg-fa-c.csv
2019,Late Night,Emma Thompson,FALSE,gg-fa-c.csv
2020,I Care a Lot,Rosamund Pike,TRUE,gg-fa-c.csv
2020,Borat Subsequent Moviefilm,Maria Bakalova,FALSE,gg-fa-c.csv
2020,Music,Kate Hudson,FALSE,gg-fa-c.csv
2020,French Exit,Michelle Pfeiffer,FALSE,gg-fa-c.csv
2020,Emma,Anya Taylor-Joy,FALSE,gg-fa-c.csv
2021,West Side Story,Rachel Zegler,TRUE,gg-fa-c.csv
2021,Annette,Marion Cotillard,FALSE,gg-fa-c.csv
2021,Licorice Pizza,Alana Haim,FALSE,gg-fa-c.csv
2021,Don't Look Up,Jennifer Lawrence,FALSE,gg-fa-c.csv
2021,Cruella,Emma Stone,FALSE,gg-fa-c.csv
2022,Everything Everywhere All at Once,Michelle Yeoh,TRUE,gg-fa-c.csv
2022,Mrs. Harris Goes to Paris,Lesley Manville,FALSE,gg-fa-c.csv
2022,Babylon,Margot Robbie,FALSE,gg-fa-c.csv
2022,The Menu,Anya Taylor-Joy,FALSE,gg-fa-c.csv
2022,"Good Luck to You, Leo Grande",Emma Thompson,FALSE,gg-fa-c.csv
2023,Poor Things,Emma Stone,TRUE,gg-fa-c.csv
2023,The Color Purple,Fantasia Barrino,FALSE,gg-fa-c.csv
2023,No Hard Feelings,Jennifer Lawrence,FALSE,gg-fa-c.csv
2023,May December,Natalie Portman,FALSE,gg-fa-c.csv
2023,Fallen Leaves,Alma Pöysti,FALSE,gg-fa-c.csv
2023,Barbie,Margot Robbie,FALSE,gg-fa-c.csv
2024,The Substance,Demi Moore,TRUE,gg-fa-c.csv
2024,Nightbitch,Amy Adams,FALSE,gg-fa-c.csv
2024,Wicked,Cynthia Erivo,FALSE,gg-fa-c.csv
2024,Emilia Pérez,Karla Sofía Gascón,FALSE,gg-fa-c.csv
2024,Anora,Mikey Madison,FALSE,gg-fa-c.csv
2024,Challengers,Zendaya,FALSE,gg-fa-c.csv
1943,The Song of Bernadette,Jennifer Jones,TRUE,gg-fa-d.csv
1944,Gaslight,Ingrid Bergman,TRUE,gg-fa-d.csv
1945,The Bells of St. Mary's,Ingrid Bergman,TRUE,gg-fa-d.csv
1946,Sister Kenny,Rosalind Russell,TRUE,gg-fa-d.csv
1947,Mourning Becomes Electra,Rosalind Russell,TRUE,gg-fa-d.csv
1948,Johnny Belinda,Jane Wyman,TRUE,gg-fa-d.csv
1949,The Heiress,Olivia de Havilland,TRUE,gg-fa-d.csv
1949,"Edward, My Son",Deborah Kerr,FALSE,gg-fa-d.csv
1950,Sunset Boulevard,Gloria Swanson,TRUE,gg-fa-d.csv
1950,All About Eve,Bette Davis,FALSE,gg-fa-d.csv
1950,Born Yesterday,Judy Holliday,FALSE,gg-fa-d.csv
1951,The Blue Veil,Jane Wyman,TRUE,gg-fa-d.csv
1951,A Streetcar Named Desire,Vivien Leigh,FALSE,gg-fa-d.csv
1951,A Place in the Sun,Shelley Winters,FALSE,gg-fa-d.csv
1952,"Come Back, Little Sheba",Shirley Booth,TRUE,gg-fa-d.csv
1952,Sudden Fear,Joan Crawford,FALSE,gg-fa-d.csv
1952,My Cousin Rachel,Olivia de Havilland,FALSE,gg-fa-d.csv
1953,Roman Holiday,Audrey Hepburn,TRUE,gg-fa-d.csv
1954,The Country Girl,Grace Kelly,TRUE,gg-fa-d.csv
1955,The Rose Tattoo,Anna Magnani,TRUE,gg-fa-d.csv
1956,Anastasia,Ingrid Bergman,TRUE,gg-fa-d.csv
1956,Baby Doll,Carroll Baker,FALSE,gg-fa-d.csv
1956,Anastasia,Helen Hayes,FALSE,gg-fa-d.csv
1956,War and Peace,Audrey Hepburn,FALSE,gg-fa-d.csv
1956,The Rainmaker,Katharine Hepburn,FALSE,gg-fa-d.csv
1957,The Three Faces of Eve,Joanne Woodward,TRUE,gg-fa-d.csv
1957,Witness for the Prosecution,Marlene Dietrich,FALSE,gg-fa-d.csv
1957,"Heaven Knows, Mr. Allison",Deborah Kerr,FALSE,gg-fa-d.csv
1957,Wild Is the Wind,Anna Magnani,FALSE,gg-fa-d.csv
1957,A Hatful of Rain,Eva Marie Saint,FALSE,gg-fa-d.csv
1958,I Want to Live!,Susan Hayward,TRUE,gg-fa-d.csv
1958,The Inn of the Sixth Happiness,Ingrid Bergman,FALSE,gg-fa-d.csv
1958,Separate Tables,Deborah Kerr,FALSE,gg-fa-d.csv
1958,Some Came Running,Shirley MacLaine,FALSE,gg-fa-d.csv
1958,Home Before Dark,Jean Simmons,FALSE,gg-fa-d.csv
1959,"Suddenly, Last Summer",Elizabeth Taylor,TRUE,gg-fa-d.csv
1959,The Nun's Story,Audrey Hepburn,FALSE,gg-fa-d.csv
1959,"Suddenly, Last Summer",Katharine Hepburn,FALSE,gg-fa-d.csv
1959,Anatomy of a Murder,Lee Remick,FALSE,gg-fa-d.csv
1959,Room at the Top,Simone Signoret,FALSE,gg-fa-d.csv
1960,Sunrise at Campobello,Greer Garson,TRUE,gg-fa-d.csv
1960,Midnight Lace,Doris Day,FALSE,gg-fa-d.csv
1960,The World of Suzie Wong,Nancy Kwan,FALSE,gg-fa-d.csv
1960,Elmer Gantry,Jean Simmons,FALSE,gg-fa-d.csv
1960,BUtterfield 8,Elizabeth Taylor,FALSE,gg-fa-d.csv
1961,Summer and Smoke,Geraldine Page,TRUE,gg-fa-d.csv
1961,Fanny,Leslie Caron,FALSE,gg-fa-d.csv
1961,The Children's Hour,Shirley MacLaine,FALSE,gg-fa-d.csv
1961,A Raisin in the Sun,Claudia McNeil,FALSE,gg-fa-d.csv
1961,Splendor in the Grass,Natalie Wood,FALSE,gg-fa-d.csv
1962,Sweet Bird of Youth,Geraldine Page,TRUE,gg-fa-d.csv
1962,The Miracle Worker,Anne Bancroft,FALSE,gg-fa-d.csv
1962,What Ever Happened to Baby Jane?,Bette Davis,FALSE,gg-fa-d.csv
1962,Long Day's Journey into Night,Katharine Hepburn,FALSE,gg-fa-d.csv
1962,The Chapman Report,Glynis Johns,FALSE,gg-fa-d.csv
1962,Phaedra,Melina Mercouri,FALSE,gg-fa-d.csv
1962,Days of Wine and Roses,Lee Remick,FALSE,gg-fa-d.csv
1962,Hemingway's Adventures of a Young Man,Susan Strasberg,FALSE,gg-fa-d.csv
1962,Lolita,Shelley Winters,FALSE,gg-fa-d.csv
1962,Freud: The Secret Passion,Susannah York,FALSE,gg-fa-d.csv
1963,The L-Shaped Room,Leslie Caron,TRUE,gg-fa-d.csv
1963,The Caretakers,Polly Bergen,FALSE,gg-fa-d.csv
1963,Toys in the Attic,Geraldine Page,FALSE,gg-fa-d.csv
1963,This Sporting Life,Rachel Roberts,FALSE,gg-fa-d.csv
1963,The Cardinal,Romy Schneider,FALSE,gg-fa-d.csv
1963,The Paper Man,Alida Valli,FALSE,gg-fa-d.csv
1963,The Conjugal Bed,Marina Vlady,FALSE,gg-fa-d.csv
1963,Love with the Proper Stranger,Natalie Wood,FALSE,gg-fa-d.csv
1964,The Pumpkin Eater,Anne Bancroft,TRUE,gg-fa-d.csv
1964,The Night of the Iguana,Ava Gardner,FALSE,gg-fa-d.csv
1964,Circus World,Rita Hayworth,FALSE,gg-fa-d.csv
1964,Dear Heart,Geraldine Page,FALSE,gg-fa-d.csv
1964,Lilith,Jean Seberg,FALSE,gg-fa-d.csv
1965,The Collector,Samantha Eggar,TRUE,gg-fa-d.csv
1965,Darling,Julie Christie,FALSE,gg-fa-d.csv
1965,A Patch of Blue,Elizabeth Hartman,FALSE,gg-fa-d.csv
1965,Ship of Fools,Simone Signoret,FALSE,gg-fa-d.csv
1965,Othello,Maggie Smith,FALSE,gg-fa-d.csv
1966,A Man and a Woman,Anouk Aimée,TRUE,gg-fa-d.csv
1966,The Shop on Main Street,Ida Kamińska,FALSE,gg-fa-d.csv
1966,Born Free,Virginia McKenna,FALSE,gg-fa-d.csv
1966,Who's Afraid of Virginia Woolf?,Elizabeth Taylor,FALSE,gg-fa-d.csv
1966,This Property Is Condemned,Natalie Wood,FALSE,gg-fa-d.csv
1967,The Whisperers,Edith Evans,TRUE,gg-fa-d.csv
1967,Bonnie and Clyde,Faye Dunaway,FALSE,gg-fa-d.csv
1967,Wait Until Dark,Audrey Hepburn,FALSE,gg-fa-d.csv
1967,Guess Who's Coming to Dinner,Katharine Hepburn,FALSE,gg-fa-d.csv
1967,The Fox,Anne Heywood,FALSE,gg-fa-d.csv
1968,"Rachel, Rachel",Joanne Woodward,TRUE,gg-fa-d.csv
1968,Rosemary's Baby,Mia Farrow,FALSE,gg-fa-d.csv
1968,The Lion in Winter,Katharine Hepburn,FALSE,gg-fa-d.csv
1968,Isadora,Vanessa Redgrave,FALSE,gg-fa-d.csv
1968,The Killing of Sister George,Beryl Reid,FALSE,gg-fa-d.csv
1969,Anne of the Thousand Days,Geneviève Bujold,TRUE,gg-fa-d.csv
1969,"They Shoot Horses, Don't They?",Jane Fonda,FALSE,gg-fa-d.csv
1969,The Sterile Cuckoo,Liza Minnelli,FALSE,gg-fa-d.csv
1969,The Happy Ending,Jean Simmons,FALSE,gg-fa-d.csv
1969,The Prime of Miss Jean Brodie,Maggie Smith,FALSE,gg-fa-d.csv
1970,Love Story,Ali MacGraw,TRUE,gg-fa-d.csv
1970,Puzzle of a Downfall Child,Faye Dunaway,FALSE,gg-fa-d.csv
1970,Women in Love,Glenda Jackson,FALSE,gg-fa-d.csv
1970,Promise at Dawn,Melina Mercouri,FALSE,gg-fa-d.csv
1970,Ryan's Daughter,Sarah Miles,FALSE,gg-fa-d.csv
1971,Klute,Jane Fonda,TRUE,gg-fa-d.csv
1971,"Mary, Queen of Scots",Glenda Jackson,FALSE,gg-fa-d.csv
1971,"Mary, Queen of Scots",Vanessa Redgrave,FALSE,gg-fa-d.csv
1971,Such Good Friends,Dyan Cannon,FALSE,gg-fa-d.csv
1971,Play Misty for Me,Jessica Walter,FALSE,gg-fa-d.csv
1972,The Emigrants,Liv Ullmann,TRUE,gg-fa-d.csv
1972,Lady Sings the Blues,Diana Ross,FALSE,gg-fa-d.csv
1972,Sounder,Cicely Tyson,FALSE,gg-fa-d.csv
1972,One Is a Lonely Number,Trish Van Devere,FALSE,gg-fa-d.csv
1972,Play It as It Lays,Tuesday Weld,FALSE,gg-fa-d.csv
1972,The Effect of Gamma Rays on Man-in-the-Moon Marigolds,Joanne Woodward,FALSE,gg-fa-d.csv
1973,Cinderella Liberty,Marsha Mason,TRUE,gg-fa-d.csv
1973,The Exorcist,Ellen Burstyn,FALSE,gg-fa-d.csv
1973,The Way We Were,Barbra Streisand,FALSE,gg-fa-d.csv
1973,Ash Wednesday,Elizabeth Taylor,FALSE,gg-fa-d.csv
1973,"Summer Wishes, Winter Dreams",Joanne Woodward,FALSE,gg-fa-d.csv
1974,A Woman Under the Influence,Gena Rowlands,TRUE,gg-fa-d.csv
1974,Alice Doesn't Live Here Anymore,Ellen Burstyn,FALSE,gg-fa-d.csv
1974,Chinatown,Faye Dunaway,FALSE,gg-fa-d.csv
1974,Lenny,Valerie Perrine,FALSE,gg-fa-d.csv
1974,Scenes from a Marriage,Liv Ullmann,FALSE,gg-fa-d.csv
1975,One Flew Over the Cuckoo's Nest,Louise Fletcher,TRUE,gg-fa-d.csv
1975,The Day of the Locust,Karen Black,FALSE,gg-fa-d.csv
1975,Three Days of the Condor,Faye Dunaway,FALSE,gg-fa-d.csv
1975,The Other Side of the Mountain,Marilyn Hassett,FALSE,gg-fa-d.csv
1975,Hedda,Glenda Jackson,FALSE,gg-fa-d.csv
1976,Network,Faye Dunaway,TRUE,gg-fa-d.csv
1976,The Incredible Sarah,Glenda Jackson,FALSE,gg-fa-d.csv
1976,The Sailor Who Fell from Grace with the Sea,Sarah Miles,FALSE,gg-fa-d.csv
1976,Rocky,Talia Shire,FALSE,gg-fa-d.csv
1976,Face to Face,Liv Ullmann,FALSE,gg-fa-d.csv
1977,Julia,Jane Fonda,TRUE,gg-fa-d.csv
1977,The Turning Point,Anne Bancroft,FALSE,gg-fa-d.csv
1977,Looking for Mr. Goodbar,Diane Keaton,FALSE,gg-fa-d.csv
1977,I Never Promised You a Rose Garden,Kathleen Quinlan,FALSE,gg-fa-d.csv
1977,Opening Night,Gena Rowlands,FALSE,gg-fa-d.csv
1978,Coming Home,Jane Fonda,TRUE,gg-fa-d.csv
1978,Autumn Sonata,Ingrid Bergman,FALSE,gg-fa-d.csv
1978,An Unmarried Woman,Jill Clayburgh,FALSE,gg-fa-d.csv
1978,Stevie,Glenda Jackson,FALSE,gg-fa-d.csv
1978,Interiors,Geraldine Page,FALSE,gg-fa-d.csv
1979,Norma Rae,Sally Field,TRUE,gg-fa-d.csv
1979,La Luna,Jill Clayburgh,FALSE,gg-fa-d.csv
1979,Yanks,Lisa Eichhorn,FALSE,gg-fa-d.csv
1979,The China Syndrome,Jane Fonda,FALSE,gg-fa-d.csv
1979,Promises in the Dark,Marsha Mason,FALSE,gg-fa-d.csv
1980,Ordinary People,Mary Tyler Moore,TRUE,gg-fa-d.csv
1980,Resurrection,Ellen Burstyn,FALSE,gg-fa-d.csv
1980,Tess,Nastassja Kinski,FALSE,gg-fa-d.csv
1980,Touched by Love,Deborah Raffin,FALSE,gg-fa-d.csv
1980,Gloria,Gena Rowlands,FALSE,gg-fa-d.csv
1981,The French Lieutenant's Woman,Meryl Streep,TRUE,gg-fa-d.csv
1981,Absence of Malice,Sally Field,FALSE,gg-fa-d.csv
1981,On Golden Pond,Katharine Hepburn,FALSE,gg-fa-d.csv
1981,Reds,Diane Keaton,FALSE,gg-fa-d.csv
1981,Raggedy Man,Sissy Spacek,FALSE,gg-fa-d.csv
1982,Sophie's Choice,Meryl Streep,TRUE,gg-fa-d.csv
1982,Shoot the Moon,Diane Keaton,FALSE,gg-fa-d.csv
1982,Frances,Jessica Lange,FALSE,gg-fa-d.csv
1982,Missing,Sissy Spacek,FALSE,gg-fa-d.csv
1982,An Officer and a Gentleman,Debra Winger,FALSE,gg-fa-d.csv
1983,Terms of Endearment,Shirley MacLaine,TRUE,gg-fa-d.csv
1983,Testament,Jane Alexander,FALSE,gg-fa-d.csv
1983,Heart Like a Wheel,Bonnie Bedelia,FALSE,gg-fa-d.csv
1983,Silkwood,Meryl Streep,FALSE,gg-fa-d.csv
1983,Terms of Endearment,Debra Winger,FALSE,gg-fa-d.csv
1984,Places in the Heart,Sally Field,TRUE,gg-fa-d.csv
1984,Mrs. Soffel,Diane Keaton,FALSE,gg-fa-d.csv
1984,Country,Jessica Lange,FALSE,gg-fa-d.csv
1984,The Bostonians,Vanessa Redgrave,FALSE,gg-fa-d.csv
1984,The River,Sissy Spacek,FALSE,gg-fa-d.csv
1985,The Color Purple,Whoopi Goldberg,TRUE,gg-fa-d.csv
1985,Agnes of God,Anne Bancroft,FALSE,gg-fa-d.csv
1985,Mask,Cher,FALSE,gg-fa-d.csv
1985,The Trip to Bountiful,Geraldine Page,FALSE,gg-fa-d.csv
1985,Out of Africa,Meryl Streep,FALSE,gg-fa-d.csv
1986,Children of a Lesser God,Marlee Matlin,TRUE,gg-fa-d.csv
1986,Duet for One,Julie Andrews,FALSE,gg-fa-d.csv
1986,"'night, Mother",Anne Bancroft,FALSE,gg-fa-d.csv
1986,Extremities,Farrah Fawcett,FALSE,gg-fa-d.csv
1986,Aliens,Sigourney Weaver,FALSE,gg-fa-d.csv
1987,Anna,Sally Kirkland,TRUE,gg-fa-d.csv
1987,Gaby: A True Story,Rachel Chagall,FALSE,gg-fa-d.csv
1987,Fatal Attraction,Glenn Close,FALSE,gg-fa-d.csv
1987,Barfly,Faye Dunaway,FALSE,gg-fa-d.csv
1987,Nuts,Barbra Streisand,FALSE,gg-fa-d.csv
1988,The Accused,Jodie Foster,TRUE,gg-fa-d.csv
1988,Madame Sousatzka,Shirley MacLaine,FALSE,gg-fa-d.csv
1988,Gorillas in the Mist,Sigourney Weaver,FALSE,gg-fa-d.csv
1988,Running on Empty,Christine Lahti,FALSE,gg-fa-d.csv
1988,A Cry in the Dark,Meryl Streep,FALSE,gg-fa-d.csv
1989,The Fabulous Baker Boys,Michelle Pfeiffer,TRUE,gg-fa-d.csv
1989,Steel Magnolias,Sally Field,FALSE,gg-fa-d.csv
1989,Music Box,Jessica Lange,FALSE,gg-fa-d.csv
1989,"Sex, Lies, and Videotape",Andie MacDowell,FALSE,gg-fa-d.csv
1989,The Rose Garden,Liv Ullmann,FALSE,gg-fa-d.csv
1990,Misery,Kathy Bates,TRUE,gg-fa-d.csv
1990,The Grifters,Anjelica Huston,FALSE,gg-fa-d.csv
1990,The Russia House,Michelle Pfeiffer,FALSE,gg-fa-d.csv
1990,White Palace,Susan Sarandon,FALSE,gg-fa-d.csv
1990,Mr. & Mrs. Bridge,Joanne Woodward,FALSE,gg-fa-d.csv
1991,The Silence of the Lambs,Jodie Foster,TRUE,gg-fa-d.csv
1991,Bugsy,Annette Bening,FALSE,gg-fa-d.csv
1991,Thelma & Louise,Geena Davis,FALSE,gg-fa-d.csv
1991,Rambling Rose,Laura Dern,FALSE,gg-fa-d.csv
1991,Thelma & Louise,Susan Sarandon,FALSE,gg-fa-d.csv
